id_education;cycle;year;total
28031087;primaria;2024-2025;284
28073288;total;2020-2021;103
28073288;total;2021-2022;106
28073288;total;2022-2023;138
28073288;total;2023-2024;142
28073288;total;2024-2025;146
28073288;infantil_i_ciclo;2020-2021;103
28073288;infantil_i_ciclo;2021-2022;106
28073288;infantil_i_ciclo;2022-2023;138
28073288;infantil_i_ciclo;2023-2024;142
28073288;infantil_i_ciclo;2024-2025;146
28022992;total;2020-2021;460
28022992;total;2021-2022;425
28022992;total;2022-2023;409
28022992;total;2023-2024;393
28022992;total;2024-2025;389
28022992;infantil_ii_ciclo;2020-2021;111
28022992;infantil_ii_ciclo;2021-2022;101
28022992;infantil_ii_ciclo;2022-2023;98
28022992;infantil_ii_ciclo;2023-2024;109
28022992;infantil_ii_ciclo;2024-2025;116
28022992;primaria;2020-2021;349
28022992;primaria;2021-2022;324
28022992;primaria;2022-2023;311
28022992;primaria;2023-2024;284
28022992;primaria;2024-2025;273
28032559;total;2020-2021;1266
28032559;total;2021-2022;1376
28032559;total;2022-2023;1359
28032559;total;2023-2024;1384
28032559;total;2024-2025;1458
28032559;eso;2020-2021;609
28032559;eso;2021-2022;661
28032559;eso;2022-2023;698
28032559;eso;2023-2024;714
28032559;eso;2024-2025;682
28032559;bachillerato;2020-2021;132
28032559;bachillerato;2021-2022;138
28032559;bachillerato;2022-2023;130
28032559;bachillerato;2023-2024;131
28032559;bachillerato;2024-2025;156
28032559;fp_gm;2020-2021;221
28032559;fp_gm;2021-2022;279
28032559;fp_gm;2022-2023;246
28032559;fp_gm;2023-2024;260
28032559;fp_gm;2024-2025;294
28032559;fp_gs;2020-2021;221
28032559;fp_gs;2021-2022;218
28032559;fp_gs;2022-2023;224
28032559;fp_gs;2023-2024;215
28032559;fp_gs;2024-2025;253
28032559;fpb;2020-2021;83
28032559;fpb;2021-2022;80
28032559;fpb;2022-2023;61
28032559;fpb;2023-2024;64
28032559;fpb;2024-2025;73
28004941;total;2020-2021;112
28004941;total;2021-2022;101
28004941;total;2022-2023;107
28004941;total;2023-2024;97
28004941;total;2024-2025;95
28004941;infantil_ii_ciclo;2020-2021;39
28004941;infantil_ii_ciclo;2021-2022;29
28004941;infantil_ii_ciclo;2022-2023;27
28004941;infantil_ii_ciclo;2023-2024;26
28004941;infantil_ii_ciclo;2024-2025;30
28004941;primaria;2020-2021;73
28004941;primaria;2021-2022;72
28004941;primaria;2022-2023;80
28004941;primaria;2023-2024;71
28004941;primaria;2024-2025;65
28080499;total;2021-2022;113
28080499;total;2022-2023;115
28080499;total;2023-2024;114
28080499;total;2024-2025;114
28080499;infantil_i_ciclo;2021-2022;113
28080499;infantil_i_ciclo;2022-2023;115
28080499;infantil_i_ciclo;2023-2024;114
28080499;infantil_i_ciclo;2024-2025;114
28024307;total;2020-2021;421
28024307;total;2021-2022;425
28024307;total;2022-2023;422
28024307;total;2023-2024;415
28024307;total;2024-2025;423
28024307;infantil_ii_ciclo;2020-2021;144
28024307;infantil_ii_ciclo;2021-2022;144
28024307;infantil_ii_ciclo;2022-2023;132
28024307;infantil_ii_ciclo;2023-2024;128
28024307;infantil_ii_ciclo;2024-2025;121
28024307;primaria;2020-2021;277
28024307;primaria;2021-2022;281
28024307;primaria;2022-2023;290
28024307;primaria;2023-2024;287
28024307;primaria;2024-2025;302
28074256;total;2020-2021;942
28074256;total;2021-2022;975
28074256;total;2022-2023;962
28074256;total;2023-2024;947
28074256;total;2024-2025;999
28074256;infantil_ii_ciclo;2020-2021;297
28074256;infantil_ii_ciclo;2021-2022;298
28074256;infantil_ii_ciclo;2022-2023;285
28074256;infantil_ii_ciclo;2023-2024;267
28074256;infantil_ii_ciclo;2024-2025;245
28074256;primaria;2020-2021;645
28074256;primaria;2021-2022;677
28074256;primaria;2022-2023;677
28074256;primaria;2023-2024;680
28074256;primaria;2024-2025;631
28074256;eso;2020-2021;0
28074256;eso;2021-2022;0
28074256;eso;2022-2023;0
28074256;eso;2023-2024;0
28074256;eso;2024-2025;123
28047071;total;2020-2021;29
28047071;total;2021-2022;31
28047071;total;2022-2023;42
28047071;total;2023-2024;48
28047071;total;2024-2025;33
28047071;infantil_i_ciclo;2020-2021;29
28047071;infantil_i_ciclo;2021-2022;31
28047071;infantil_i_ciclo;2022-2023;42
28047071;infantil_i_ciclo;2023-2024;48
28047071;infantil_i_ciclo;2024-2025;33
28033928;total;2020-2021;496
28033928;total;2021-2022;539
28033928;total;2022-2023;589
28033928;total;2023-2024;595
28033928;total;2024-2025;604
28033928;infantil_ii_ciclo;2020-2021;211
28033928;infantil_ii_ciclo;2021-2022;222
28033928;infantil_ii_ciclo;2022-2023;215
28033928;infantil_ii_ciclo;2023-2024;198
28033928;infantil_ii_ciclo;2024-2025;180
28033928;primaria;2020-2021;285
28033928;primaria;2021-2022;317
28033928;primaria;2022-2023;374
28033928;primaria;2023-2024;397
28033928;primaria;2024-2025;424
28035381;total;2020-2021;288
28035381;total;2021-2022;267
28035381;total;2022-2023;268
28035381;total;2023-2024;254
28035381;total;2024-2025;226
28035381;infantil_i_ciclo;2020-2021;0
28035381;infantil_i_ciclo;2021-2022;0
28035381;infantil_i_ciclo;2022-2023;30
28035381;infantil_i_ciclo;2023-2024;33
28035381;infantil_i_ciclo;2024-2025;36
28035381;infantil_ii_ciclo;2020-2021;64
28035381;infantil_ii_ciclo;2021-2022;68
28035381;infantil_ii_ciclo;2022-2023;49
28035381;infantil_ii_ciclo;2023-2024;50
28035381;infantil_ii_ciclo;2024-2025;39
28035381;primaria;2020-2021;224
28035381;primaria;2021-2022;199
28035381;primaria;2022-2023;189
28035381;primaria;2023-2024;171
28035381;primaria;2024-2025;151
28041366;total;2020-2021;640
28041366;total;2021-2022;662
28041366;total;2022-2023;654
28041366;total;2023-2024;639
28041366;total;2024-2025;640
28041366;eso;2020-2021;472
28041366;eso;2021-2022;470
28041366;eso;2022-2023;506
28041366;eso;2023-2024;514
28041366;eso;2024-2025;476
28041366;bachillerato;2020-2021;168
28041366;bachillerato;2021-2022;192
28041366;bachillerato;2022-2023;148
28041366;bachillerato;2023-2024;125
28041366;bachillerato;2024-2025;164
28068086;total;2020-2021;124
28068086;total;2021-2022;141
28068086;total;2022-2023;145
28068086;total;2023-2024;148
28068086;total;2024-2025;145
28068086;infantil_i_ciclo;2020-2021;124
28068086;infantil_i_ciclo;2021-2022;141
28068086;infantil_i_ciclo;2022-2023;145
28068086;infantil_i_ciclo;2023-2024;148
28068086;infantil_i_ciclo;2024-2025;145
28037582;total;2020-2021;261
28037582;total;2021-2022;224
28037582;total;2022-2023;220
28037582;total;2023-2024;204
28037582;total;2024-2025;209
28037582;infantil_ii_ciclo;2020-2021;67
28037582;infantil_ii_ciclo;2021-2022;62
28037582;infantil_ii_ciclo;2022-2023;59
28037582;infantil_ii_ciclo;2023-2024;48
28037582;infantil_ii_ciclo;2024-2025;53
28037582;primaria;2020-2021;194
28037582;primaria;2021-2022;162
28037582;primaria;2022-2023;161
28037582;primaria;2023-2024;156
28037582;primaria;2024-2025;156
28076290;total;2020-2021;525
28076290;total;2021-2022;624
28076290;total;2022-2023;681
28076290;total;2023-2024;753
28076290;total;2024-2025;761
28076290;infantil_ii_ciclo;2020-2021;300
28076290;infantil_ii_ciclo;2021-2022;300
28076290;infantil_ii_ciclo;2022-2023;267
28076290;infantil_ii_ciclo;2023-2024;244
28076290;infantil_ii_ciclo;2024-2025;210
28076290;primaria;2020-2021;225
28076290;primaria;2021-2022;324
28076290;primaria;2022-2023;414
28076290;primaria;2023-2024;509
28076290;primaria;2024-2025;551
28025804;total;2020-2021;331
28025804;total;2021-2022;315
28025804;total;2022-2023;293
28025804;total;2023-2024;262
28025804;total;2024-2025;243
28025804;infantil_ii_ciclo;2020-2021;64
28025804;infantil_ii_ciclo;2021-2022;74
28025804;infantil_ii_ciclo;2022-2023;68
28025804;infantil_ii_ciclo;2023-2024;65
28025804;infantil_ii_ciclo;2024-2025;63
28025804;primaria;2020-2021;267
28025804;primaria;2021-2022;241
28025804;primaria;2022-2023;225
28025804;primaria;2023-2024;197
28025804;primaria;2024-2025;180
28045128;total;2020-2021;361
28045128;total;2021-2022;337
28045128;total;2022-2023;301
28045128;total;2023-2024;280
28045128;total;2024-2025;259
28045128;infantil_ii_ciclo;2020-2021;89
28045128;infantil_ii_ciclo;2021-2022;75
28045128;infantil_ii_ciclo;2022-2023;67
28045128;infantil_ii_ciclo;2023-2024;63
28045128;infantil_ii_ciclo;2024-2025;55
28045128;primaria;2020-2021;272
28045128;primaria;2021-2022;262
28045128;primaria;2022-2023;234
28045128;primaria;2023-2024;217
28045128;primaria;2024-2025;204
28050525;total;2020-2021;840
28050525;total;2021-2022;841
28050525;total;2022-2023;811
28050525;total;2023-2024;823
28050525;total;2024-2025;800
28050525;eso;2020-2021;625
28050525;eso;2021-2022;641
28050525;eso;2022-2023;594
28050525;eso;2023-2024;606
28050525;eso;2024-2025;576
28050525;bachillerato;2020-2021;215
28050525;bachillerato;2021-2022;200
28050525;bachillerato;2022-2023;217
28050525;bachillerato;2023-2024;217
28050525;bachillerato;2024-2025;224
28035342;total;2020-2021;628
28035342;total;2021-2022;657
28035342;total;2022-2023;682
28035342;total;2023-2024;618
28035342;total;2024-2025;625
28035342;eso;2020-2021;436
28035342;eso;2021-2022;452
28035342;eso;2022-2023;496
28035342;eso;2023-2024;446
28035342;eso;2024-2025;432
28035342;bachillerato;2020-2021;143
28035342;bachillerato;2021-2022;159
28035342;bachillerato;2022-2023;144
28035342;bachillerato;2023-2024;134
28035342;bachillerato;2024-2025;135
28035342;fp_gm;2020-2021;49
28035342;fp_gm;2021-2022;46
28035342;fp_gm;2022-2023;42
28035342;fp_gm;2023-2024;38
28035342;fp_gm;2024-2025;58
28038100;total;2020-2021;519
28038100;total;2021-2022;565
28038100;total;2022-2023;557
28038100;total;2023-2024;671
28038100;total;2024-2025;779
28038100;fp_gm;2020-2021;158
28038100;fp_gm;2021-2022;222
28038100;fp_gm;2022-2023;209
28038100;fp_gm;2023-2024;236
28038100;fp_gm;2024-2025;269
28038100;fp_gs;2020-2021;304
28038100;fp_gs;2021-2022;289
28038100;fp_gs;2022-2023;299
28038100;fp_gs;2023-2024;383
28038100;fp_gs;2024-2025;452
28038100;fpb;2020-2021;57
28038100;fpb;2021-2022;54
28038100;fpb;2022-2023;49
28038100;fpb;2023-2024;52
28038100;fpb;2024-2025;58
28031130;total;2020-2021;472
28031130;total;2021-2022;460
28031130;total;2022-2023;455
28031130;total;2023-2024;423
28031130;total;2024-2025;367
28031130;infantil_ii_ciclo;2020-2021;148
28031130;infantil_ii_ciclo;2021-2022;141
28031130;infantil_ii_ciclo;2022-2023;135
28031130;infantil_ii_ciclo;2023-2024;108
28031130;infantil_ii_ciclo;2024-2025;76
28031130;primaria;2020-2021;324
28031130;primaria;2021-2022;319
28031130;primaria;2022-2023;320
28031130;primaria;2023-2024;315
28031130;primaria;2024-2025;291
28023534;total;2020-2021;690
28023534;total;2021-2022;673
28023534;total;2022-2023;661
28023534;total;2023-2024;656
28023534;total;2024-2025;617
28023534;infantil_ii_ciclo;2020-2021;219
28023534;infantil_ii_ciclo;2021-2022;225
28023534;infantil_ii_ciclo;2022-2023;210
28023534;infantil_ii_ciclo;2023-2024;202
28023534;infantil_ii_ciclo;2024-2025;182
28023534;primaria;2020-2021;471
28023534;primaria;2021-2022;448
28023534;primaria;2022-2023;451
28023534;primaria;2023-2024;454
28023534;primaria;2024-2025;435
28037569;total;2020-2021;427
28037569;total;2021-2022;424
28037569;total;2022-2023;415
28037569;total;2023-2024;409
28037569;total;2024-2025;374
28037569;infantil_ii_ciclo;2020-2021;136
28037569;infantil_ii_ciclo;2021-2022;133
28037569;infantil_ii_ciclo;2022-2023;123
28037569;infantil_ii_ciclo;2023-2024;112
28037569;infantil_ii_ciclo;2024-2025;83
28037569;primaria;2020-2021;291
28037569;primaria;2021-2022;291
28037569;primaria;2022-2023;292
28037569;primaria;2023-2024;297
28037569;primaria;2024-2025;291
28038896;total;2020-2021;666
28038896;total;2021-2022;642
28038896;total;2022-2023;715
28038896;total;2023-2024;776
28038896;total;2024-2025;800
28038896;eso;2020-2021;474
28038896;eso;2021-2022;480
28038896;eso;2022-2023;557
28038896;eso;2023-2024;595
28038896;eso;2024-2025;593
28038896;bachillerato;2020-2021;192
28038896;bachillerato;2021-2022;162
28038896;bachillerato;2022-2023;158
28038896;bachillerato;2023-2024;181
28038896;bachillerato;2024-2025;207
28005726;total;2020-2021;432
28005726;total;2021-2022;447
28005726;total;2022-2023;439
28005726;total;2023-2024;431
28005726;total;2024-2025;434
28005726;infantil_ii_ciclo;2020-2021;135
28005726;infantil_ii_ciclo;2021-2022;150
28005726;infantil_ii_ciclo;2022-2023;137
28005726;infantil_ii_ciclo;2023-2024;135
28005726;infantil_ii_ciclo;2024-2025;128
28005726;primaria;2020-2021;297
28005726;primaria;2021-2022;297
28005726;primaria;2022-2023;302
28005726;primaria;2023-2024;296
28005726;primaria;2024-2025;306
28037958;total;2020-2021;478
28037958;total;2021-2022;497
28037958;total;2022-2023;493
28037958;total;2023-2024;516
28037958;total;2024-2025;515
28037958;infantil_ii_ciclo;2020-2021;141
28037958;infantil_ii_ciclo;2021-2022;147
28037958;infantil_ii_ciclo;2022-2023;156
28037958;infantil_ii_ciclo;2023-2024;170
28037958;infantil_ii_ciclo;2024-2025;164
28037958;primaria;2020-2021;337
28037958;primaria;2021-2022;350
28037958;primaria;2022-2023;337
28037958;primaria;2023-2024;346
28037958;primaria;2024-2025;351
28065978;total;2020-2021;116
28065978;total;2021-2022;114
28065978;total;2022-2023;104
28065978;total;2023-2024;100
28065978;total;2024-2025;104
28065978;infantil_i_ciclo;2020-2021;116
28065978;infantil_i_ciclo;2021-2022;114
28065978;infantil_i_ciclo;2022-2023;104
28065978;infantil_i_ciclo;2023-2024;100
28065978;infantil_i_ciclo;2024-2025;104
28044008;total;2020-2021;96
28044008;total;2021-2022;98
28044008;total;2022-2023;98
28044008;total;2023-2024;77
28044008;total;2024-2025;92
28044008;infantil_i_ciclo;2020-2021;96
28044008;infantil_i_ciclo;2021-2022;98
28044008;infantil_i_ciclo;2022-2023;98
28044008;infantil_i_ciclo;2023-2024;77
28044008;infantil_i_ciclo;2024-2025;92
28039785;total;2020-2021;179
28039785;total;2021-2022;179
28039785;total;2022-2023;174
28039785;total;2023-2024;163
28039785;total;2024-2025;152
28039785;infantil_ii_ciclo;2020-2021;55
28039785;infantil_ii_ciclo;2021-2022;51
28039785;infantil_ii_ciclo;2022-2023;40
28039785;infantil_ii_ciclo;2023-2024;27
28039785;infantil_ii_ciclo;2024-2025;37
28039785;primaria;2020-2021;124
28039785;primaria;2021-2022;128
28039785;primaria;2022-2023;134
28039785;primaria;2023-2024;136
28039785;primaria;2024-2025;115
28002713;total;2020-2021;138
28002713;total;2021-2022;128
28002713;total;2022-2023;133
28002713;total;2023-2024;131
28002713;total;2024-2025;143
28002713;infantil_ii_ciclo;2020-2021;138
28002713;infantil_ii_ciclo;2021-2022;128
28002713;infantil_ii_ciclo;2022-2023;133
28002713;infantil_ii_ciclo;2023-2024;131
28002713;infantil_ii_ciclo;2024-2025;143
28023911;total;2020-2021;766
28023911;total;2021-2022;707
28023911;total;2022-2023;792
28023911;total;2023-2024;841
28023911;total;2024-2025;966
28023911;eso;2020-2021;469
28023911;eso;2021-2022;437
28023911;eso;2022-2023;505
28023911;eso;2023-2024;561
28023911;eso;2024-2025;635
28023911;bachillerato;2020-2021;297
28023911;bachillerato;2021-2022;270
28023911;bachillerato;2022-2023;287
28023911;bachillerato;2023-2024;280
28023911;bachillerato;2024-2025;331
28046145;total;2020-2021;450
28046145;total;2021-2022;447
28046145;total;2022-2023;438
28046145;total;2023-2024;436
28046145;total;2024-2025;432
28046145;infantil_ii_ciclo;2020-2021;149
28046145;infantil_ii_ciclo;2021-2022;149
28046145;infantil_ii_ciclo;2022-2023;135
28046145;infantil_ii_ciclo;2023-2024;130
28046145;infantil_ii_ciclo;2024-2025;120
28046145;primaria;2020-2021;301
28046145;primaria;2021-2022;298
28046145;primaria;2022-2023;303
28046145;primaria;2023-2024;306
28046145;primaria;2024-2025;312
28037031;total;2020-2021;679
28037031;total;2021-2022;689
28037031;total;2022-2023;712
28037031;total;2023-2024;766
28037031;total;2024-2025;770
28037031;eso;2020-2021;522
28037031;eso;2021-2022;546
28037031;eso;2022-2023;609
28037031;eso;2023-2024;653
28037031;eso;2024-2025;618
28037031;bachillerato;2020-2021;157
28037031;bachillerato;2021-2022;143
28037031;bachillerato;2022-2023;103
28037031;bachillerato;2023-2024;113
28037031;bachillerato;2024-2025;152
28031440;total;2020-2021;419
28031440;total;2021-2022;425
28031440;total;2022-2023;429
28031440;total;2023-2024;414
28031440;total;2024-2025;404
28031440;infantil_ii_ciclo;2020-2021;122
28031440;infantil_ii_ciclo;2021-2022;118
28031440;infantil_ii_ciclo;2022-2023;109
28031440;infantil_ii_ciclo;2023-2024;129
28031440;infantil_ii_ciclo;2024-2025;119
28031440;primaria;2020-2021;297
28031440;primaria;2021-2022;307
28031440;primaria;2022-2023;320
28031440;primaria;2023-2024;285
28031440;primaria;2024-2025;285
28024071;total;2020-2021;268
28024071;total;2021-2022;267
28024071;total;2022-2023;264
28024071;total;2023-2024;236
28024071;total;2024-2025;215
28024071;infantil_ii_ciclo;2020-2021;73
28024071;infantil_ii_ciclo;2021-2022;72
28024071;infantil_ii_ciclo;2022-2023;81
28024071;infantil_ii_ciclo;2023-2024;70
28024071;infantil_ii_ciclo;2024-2025;64
28024071;primaria;2020-2021;195
28024071;primaria;2021-2022;195
28024071;primaria;2022-2023;183
28024071;primaria;2023-2024;166
28024071;primaria;2024-2025;151
28038458;total;2020-2021;637
28038458;total;2021-2022;614
28038458;total;2022-2023;603
28038458;total;2023-2024;580
28038458;total;2024-2025;521
28038458;infantil_ii_ciclo;2020-2021;186
28038458;infantil_ii_ciclo;2021-2022;177
28038458;infantil_ii_ciclo;2022-2023;176
28038458;infantil_ii_ciclo;2023-2024;158
28038458;infantil_ii_ciclo;2024-2025;135
28038458;primaria;2020-2021;451
28038458;primaria;2021-2022;437
28038458;primaria;2022-2023;427
28038458;primaria;2023-2024;422
28038458;primaria;2024-2025;386
28072223;total;2020-2021;347
28072223;total;2021-2022;366
28072223;total;2022-2023;418
28072223;total;2023-2024;474
28072223;total;2024-2025;527
28072223;eso;2020-2021;262
28072223;eso;2021-2022;290
28072223;eso;2022-2023;349
28072223;eso;2023-2024;384
28072223;eso;2024-2025;427
28072223;bachillerato;2020-2021;62
28072223;bachillerato;2021-2022;54
28072223;bachillerato;2022-2023;54
28072223;bachillerato;2023-2024;73
28072223;bachillerato;2024-2025;86
28072223;programas_profesionales_modalidad_especial;2020-2021;23
28072223;programas_profesionales_modalidad_especial;2021-2022;22
28072223;programas_profesionales_modalidad_especial;2022-2023;15
28072223;programas_profesionales_modalidad_especial;2023-2024;17
28072223;programas_profesionales_modalidad_especial;2024-2025;14
28073896;total;2020-2021;400
28073896;total;2021-2022;423
28073896;total;2022-2023;437
28073896;total;2023-2024;414
28073896;total;2024-2025;406
28073896;infantil_ii_ciclo;2020-2021;138
28073896;infantil_ii_ciclo;2021-2022;148
28073896;infantil_ii_ciclo;2022-2023;137
28073896;infantil_ii_ciclo;2023-2024;120
28073896;infantil_ii_ciclo;2024-2025;118
28073896;primaria;2020-2021;262
28073896;primaria;2021-2022;275
28073896;primaria;2022-2023;300
28073896;primaria;2023-2024;294
28073896;primaria;2024-2025;288
28020570;total;2020-2021;864
28020570;total;2021-2022;852
28020570;total;2022-2023;848
28020570;total;2023-2024;886
28020570;total;2024-2025;1022
28020570;eso;2020-2021;29
28020570;eso;2021-2022;29
28020570;eso;2022-2023;26
28020570;eso;2023-2024;24
28020570;eso;2024-2025;31
28020570;fp_gm;2020-2021;242
28020570;fp_gm;2021-2022;245
28020570;fp_gm;2022-2023;257
28020570;fp_gm;2023-2024;228
28020570;fp_gm;2024-2025;317
28020570;fp_gs;2020-2021;409
28020570;fp_gs;2021-2022;394
28020570;fp_gs;2022-2023;406
28020570;fp_gs;2023-2024;457
28020570;fp_gs;2024-2025;513
28020570;fpb;2020-2021;184
28020570;fpb;2021-2022;184
28020570;fpb;2022-2023;159
28020570;fpb;2023-2024;177
28020570;fpb;2024-2025;161
28069170;total;2020-2021;721
28069170;total;2021-2022;700
28069170;total;2022-2023;706
28069170;total;2023-2024;699
28069170;total;2024-2025;657
28069170;infantil_ii_ciclo;2020-2021;246
28069170;infantil_ii_ciclo;2021-2022;213
28069170;infantil_ii_ciclo;2022-2023;207
28069170;infantil_ii_ciclo;2023-2024;192
28069170;infantil_ii_ciclo;2024-2025;173
28069170;primaria;2020-2021;475
28069170;primaria;2021-2022;487
28069170;primaria;2022-2023;499
28069170;primaria;2023-2024;507
28069170;primaria;2024-2025;484
28038471;total;2020-2021;219
28038471;total;2021-2022;223
28038471;total;2022-2023;220
28038471;total;2023-2024;207
28038471;total;2024-2025;200
28038471;infantil_ii_ciclo;2020-2021;73
28038471;infantil_ii_ciclo;2021-2022;73
28038471;infantil_ii_ciclo;2022-2023;71
28038471;infantil_ii_ciclo;2023-2024;54
28038471;infantil_ii_ciclo;2024-2025;49
28038471;primaria;2020-2021;146
28038471;primaria;2021-2022;150
28038471;primaria;2022-2023;149
28038471;primaria;2023-2024;153
28038471;primaria;2024-2025;151
28044021;total;2020-2021;69
28044021;total;2021-2022;78
28044021;total;2022-2023;93
28044021;total;2023-2024;98
28044021;total;2024-2025;99
28044021;infantil_i_ciclo;2020-2021;69
28044021;infantil_i_ciclo;2021-2022;78
28044021;infantil_i_ciclo;2022-2023;93
28044021;infantil_i_ciclo;2023-2024;98
28044021;infantil_i_ciclo;2024-2025;99
28043028;total;2020-2021;1370
28043028;total;2021-2022;1291
28043028;total;2022-2023;1408
28043028;total;2023-2024;1238
28043028;total;2024-2025;1275
28043028;eso;2020-2021;573
28043028;eso;2021-2022;575
28043028;eso;2022-2023;621
28043028;eso;2023-2024;606
28043028;eso;2024-2025;592
28043028;bachillerato;2020-2021;204
28043028;bachillerato;2021-2022;151
28043028;bachillerato;2022-2023;210
28043028;bachillerato;2023-2024;180
28043028;bachillerato;2024-2025;194
28043028;fp_gm;2020-2021;266
28043028;fp_gm;2021-2022;242
28043028;fp_gm;2022-2023;226
28043028;fp_gm;2023-2024;225
28043028;fp_gm;2024-2025;251
28043028;fp_gs;2020-2021;311
28043028;fp_gs;2021-2022;308
28043028;fp_gs;2022-2023;336
28043028;fp_gs;2023-2024;214
28043028;fp_gs;2024-2025;218
28043028;programas_profesionales_modalidad_especial;2020-2021;16
28043028;programas_profesionales_modalidad_especial;2021-2022;15
28043028;programas_profesionales_modalidad_especial;2022-2023;15
28043028;programas_profesionales_modalidad_especial;2023-2024;13
28043028;programas_profesionales_modalidad_especial;2024-2025;20
28029597;total;2020-2021;443
28029597;total;2021-2022;394
28029597;total;2022-2023;420
28029597;total;2023-2024;356
28029597;total;2024-2025;355
28029597;infantil_ii_ciclo;2020-2021;80
28029597;infantil_ii_ciclo;2021-2022;74
28029597;infantil_ii_ciclo;2022-2023;72
28029597;infantil_ii_ciclo;2023-2024;65
28029597;infantil_ii_ciclo;2024-2025;73
28029597;primaria;2020-2021;363
28029597;primaria;2021-2022;320
28029597;primaria;2022-2023;340
28029597;primaria;2023-2024;284
28029597;primaria;2024-2025;274
28029597;educación_básica_obligatoria;2020-2021;0
28029597;educación_básica_obligatoria;2021-2022;0
28029597;educación_básica_obligatoria;2022-2023;8
28029597;educación_básica_obligatoria;2023-2024;7
28029597;educación_básica_obligatoria;2024-2025;8
28050732;total;2020-2021;1042
28050732;total;2021-2022;1065
28050732;total;2022-2023;1101
28050732;total;2023-2024;1096
28050732;total;2024-2025;1068
28050732;eso;2020-2021;800
28050732;eso;2021-2022;783
28050732;eso;2022-2023;801
28050732;eso;2023-2024;802
28050732;eso;2024-2025;780
28050732;bachillerato;2020-2021;242
28050732;bachillerato;2021-2022;282
28050732;bachillerato;2022-2023;300
28050732;bachillerato;2023-2024;294
28050732;bachillerato;2024-2025;288
28047514;total;2020-2021;103
28047514;total;2021-2022;112
28047514;total;2022-2023;110
28047514;total;2023-2024;112
28047514;total;2024-2025;110
28047514;infantil_i_ciclo;2020-2021;103
28047514;infantil_i_ciclo;2021-2022;112
28047514;infantil_i_ciclo;2022-2023;110
28047514;infantil_i_ciclo;2023-2024;112
28047514;infantil_i_ciclo;2024-2025;110
28030575;total;2020-2021;277
28030575;total;2021-2022;327
28030575;total;2022-2023;366
28030575;total;2023-2024;416
28030575;total;2024-2025;450
28030575;eso;2020-2021;188
28030575;eso;2021-2022;228
28030575;eso;2022-2023;282
28030575;eso;2023-2024;326
28030575;eso;2024-2025;357
28030575;bachillerato;2020-2021;89
28030575;bachillerato;2021-2022;99
28030575;bachillerato;2022-2023;84
28030575;bachillerato;2023-2024;90
28030575;bachillerato;2024-2025;93
28079175;total;2020-2021;30
28079175;total;2021-2022;33
28079175;total;2022-2023;13
28079175;infantil_i_ciclo;2020-2021;30
28079175;infantil_i_ciclo;2021-2022;33
28079175;infantil_i_ciclo;2022-2023;13
28025178;total;2020-2021;663
28025178;total;2021-2022;657
28025178;total;2022-2023;641
28025178;total;2023-2024;618
28025178;total;2024-2025;587
28025178;infantil_ii_ciclo;2020-2021;179
28025178;infantil_ii_ciclo;2021-2022;175
28025178;infantil_ii_ciclo;2022-2023;163
28025178;infantil_ii_ciclo;2023-2024;132
28025178;infantil_ii_ciclo;2024-2025;125
28025178;primaria;2020-2021;484
28025178;primaria;2021-2022;482
28025178;primaria;2022-2023;478
28025178;primaria;2023-2024;486
28025178;primaria;2024-2025;462
28045840;total;2020-2021;847
28045840;total;2021-2022;861
28045840;total;2022-2023;914
28045840;total;2023-2024;928
28045840;total;2024-2025;920
28045840;eso;2020-2021;599
28045840;eso;2021-2022;602
28045840;eso;2022-2023;689
28045840;eso;2023-2024;682
28045840;eso;2024-2025;694
28045840;bachillerato;2020-2021;248
28045840;bachillerato;2021-2022;259
28045840;bachillerato;2022-2023;225
28045840;bachillerato;2023-2024;246
28045840;bachillerato;2024-2025;226
28046391;total;2020-2021;419
28046391;total;2021-2022;431
28046391;total;2022-2023;428
28046391;total;2023-2024;410
28046391;total;2024-2025;385
28046391;infantil_ii_ciclo;2020-2021;124
28046391;infantil_ii_ciclo;2021-2022;130
28046391;infantil_ii_ciclo;2022-2023;125
28046391;infantil_ii_ciclo;2023-2024;119
28046391;infantil_ii_ciclo;2024-2025;92
28046391;primaria;2020-2021;295
28046391;primaria;2021-2022;301
28046391;primaria;2022-2023;303
28046391;primaria;2023-2024;291
28046391;primaria;2024-2025;293
28001794;total;2020-2021;518
28001794;total;2021-2022;505
28001794;total;2022-2023;509
28001794;total;2023-2024;486
28001794;total;2024-2025;451
28001794;infantil_ii_ciclo;2020-2021;145
28001794;infantil_ii_ciclo;2021-2022;147
28001794;infantil_ii_ciclo;2022-2023;132
28001794;infantil_ii_ciclo;2023-2024;119
28001794;infantil_ii_ciclo;2024-2025;110
28001794;primaria;2020-2021;373
28001794;primaria;2021-2022;358
28001794;primaria;2022-2023;377
28001794;primaria;2023-2024;367
28001794;primaria;2024-2025;341
28068050;total;2020-2021;156
28068050;total;2021-2022;173
28068050;total;2022-2023;177
28068050;total;2023-2024;170
28068050;total;2024-2025;172
28068050;infantil_i_ciclo;2020-2021;156
28068050;infantil_i_ciclo;2021-2022;173
28068050;infantil_i_ciclo;2022-2023;177
28068050;infantil_i_ciclo;2023-2024;170
28068050;infantil_i_ciclo;2024-2025;172
28047058;total;2020-2021;33
28047058;total;2021-2022;36
28047058;total;2022-2023;40
28047058;total;2023-2024;40
