municipality_id;cycle;analysis_year;capacity;estimated_places;max_enrolled;applications;admitted;num_centers;centers_names;estimated_need;coverage_ratio;is_covered;deficit
28019;infantil_i_ciclo;2022-2023;183;61.0;183;179;155;4;El Arbol, La Colmena, Las Brisas, Valdelaguna;49.8;3.6746987951807233;True;0.0
28019;infantil_ii_ciclo;2022-2023;52;17.333333333333332;52;15;15;1;Belmonte de Tajo;51.800000000000004;1.0038610038610039;True;0.0
28019;primaria;2022-2023;94;15.666666666666666;94;3;20.333333333333332;1;Belmonte de Tajo;119.60000000000001;0.785953177257525;False;25.60000000000001
28019;eso;2022-2023;929;232.25;929;209;206;2;Villarejo de Salvanés, Carpe Diem Colmenar Oreja;86.8;10.702764976958525;True;0.0
28057;infantil_i_ciclo;2022-2023;42;14.0;42;44;43;1;Fresno de Torote;67.8;0.6194690265486726;False;25.799999999999997
28057;infantil_ii_ciclo;2022-2023;385;128.33333333333334;385;118;116;3;Federico García Lorca, Serracines, Martína García;75.80000000000001;5.079155672823219;True;0.0
28057;primaria;2022-2023;1002;167.0;1002;23;128.0;3;Federico García Lorca, Serracines, Martína García;193.60000000000002;5.175619834710743;True;0.0
28057;eso;2022-2023;1482;370.5;1482;246;186;4;Al - Satt, Federico García Lorca, Gustavo Adolfo Bécquer, Martína García;141.2;10.495750708215299;True;0.0
28046;infantil_i_ciclo;2022-2023;41;13.666666666666666;41;43;43;1;Collado Mediano;171.0;0.23976608187134502;False;130.0
28046;infantil_ii_ciclo;2022-2023;84;28.0;84;28;28;1;Virgen de la Paz;186.2;0.4511278195488722;False;102.19999999999999
28046;primaria;2022-2023;254;42.333333333333336;254;5;32.33333333333333;1;Virgen de la Paz;468.4;0.5422715627668659;False;214.39999999999998
28046;eso;2022-2023;211;52.75;211;46;46;1;Gonzalo Anes;369.59999999999997;0.5708874458874459;False;158.59999999999997
28112;infantil_i_ciclo;2022-2023;31;10.333333333333334;31;31;28;2;Rascafría, Lozoya;2.4;12.916666666666668;True;0.0
28112;infantil_ii_ciclo;2022-2023;157;52.333333333333336;157;45;45;3;Enrique de Mesa, CRA de Lozoya, Vicente Aleixandre;2.0;78.5;True;0.0
28112;primaria;2022-2023;384;64.0;384;8;49.333333333333336;3;Enrique de Mesa, CRA de Lozoya, Vicente Aleixandre;5.2;73.84615384615384;True;0.0
28112;eso;2022-2023;198;49.5;198;12;12;1;Vicente Aleixandre;7.0;28.285714285714285;True;0.0
28051;infantil_i_ciclo;2022-2023;40;13.333333333333334;40;44;38;1;Sol y Luna;67.8;0.5899705014749262;False;27.799999999999997
28051;infantil_ii_ciclo;2022-2023;81;27.0;81;21;21;1;Santo Ángel de la Guarda;81.2;0.9975369458128078;False;0.20000000000000284
28051;primaria;2022-2023;206;34.333333333333336;206;11;31.0;1;Santo Ángel de la Guarda;216.8;0.9501845018450183;False;10.800000000000011
28051;eso;2022-2023;163;40.75;163;23;23;1;Santo Ángel de la Guarda;142.6;1.1430575035063113;True;0.0
28023;infantil_i_ciclo;2022-2023;74;24.666666666666668;74;81;75;1;Becerril de la Sierra Nº 1;181.2;0.40838852097130246;False;107.19999999999999
28023;infantil_ii_ciclo;2022-2023;390;130.0;390;100;99;4;Josefina Carabias, María de Maeztu, Juan Ramón Jiménez, CEIP San Sebastián;228.39999999999998;1.7075306479859897;True;0.0
28023;primaria;2022-2023;866;144.33333333333331;866;33;128.66666666666666;4;Josefina Carabias, María de Maeztu, Juan Ramón Jiménez, CEIP San Sebastián;684.0;1.2660818713450293;True;0.0
28023;eso;2022-2023;1330;332.5;1330;165;156;4;Juan Ramón Jiménez, CEIP San Sebastián, El Boalo, Carmen Martín Gaite;496.59999999999997;2.6782118405155058;True;0.0
28138;infantil_i_ciclo;2022-2023;59;19.666666666666668;59;68;64;2;Buitrago de Lozoya, Villavieja de Lozoya;3.6;16.38888888888889;True;0.0
28138;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;3.0;30.666666666666668;True;0.0
28138;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;4.8;43.333333333333336;True;0.0
28138;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;4.8;20.0;True;0.0
28101;infantil_i_ciclo;2022-2023;11;3.6666666666666665;11;9;9;1;La Encina;7.8;1.4102564102564104;True;0.0
28101;infantil_ii_ciclo;2022-2023;134;44.666666666666664;134;33;31;1;Juan de Goyeneche;10.2;13.137254901960786;True;0.0
28101;primaria;2022-2023;306;51.0;306;13;47.666666666666664;1;Juan de Goyeneche;30.4;10.06578947368421;True;0.0
28101;eso;2022-2023;211;52.75;211;9;3;1;Juan de Goyeneche;19.6;10.76530612244898;True;0.0
28177;infantil_i_ciclo;2022-2023;175;58.333333333333336;175;187;177;2;Virgen del Soto, Pimpón;402.6;0.43467461500248383;False;227.60000000000002
28177;infantil_ii_ciclo;2022-2023;298;99.33333333333333;298;74;74;3;Rayuela, San Lucas, Carpe Diem;458.0;0.6506550218340611;False;160.0
28177;primaria;2022-2023;779;129.83333333333331;779;17;98.0;3;Rayuela, San Lucas, Carpe Diem;1324.8;0.5880132850241546;False;545.8
28177;eso;2022-2023;698;174.5;698;133;127;1;Sapere Aude;1201.8;0.580795473456482;False;503.79999999999995
28173;infantil_i_ciclo;2022-2023;10;3.3333333333333335;10;11;9;1;Villamanrique de Tajo;14.4;0.6944444444444444;False;4.4
28173;infantil_ii_ciclo;2022-2023;54;18.0;54;13;13;1;Alarilla;15.6;3.4615384615384617;True;0.0
28173;primaria;2022-2023;122;20.333333333333332;122;8;25.666666666666668;1;Alarilla;38.8;3.144329896907217;True;0.0
28173;eso;2022-2023;601;150.25;601;134;134;1;Villarejo de Salvanés;30.6;19.64052287581699;True;0.0
28126;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;14;14;1;Montejo de la Sierra;0.6;23.333333333333336;True;0.0
28126;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;1.0;92.0;True;0.0
28126;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;3.5999999999999996;57.777777777777786;True;0.0
28126;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;2.2;43.63636363636363;True;0.0
28100;infantil_i_ciclo;2022-2023;33;11.0;33;39;34;1;Nuevo Baztán;159.0;0.20754716981132076;False;126.0
28100;infantil_ii_ciclo;2022-2023;134;44.666666666666664;134;33;31;1;Juan de Goyeneche;175.6;0.7630979498861048;False;41.599999999999994
28100;primaria;2022-2023;306;51.0;306;13;47.666666666666664;1;Juan de Goyeneche;442.4;0.6916817359855335;False;136.39999999999998
28100;eso;2022-2023;211;52.75;211;9;3;1;Juan de Goyeneche;335.8;0.6283502084574151;False;124.80000000000001
28149;infantil_i_ciclo;2022-2023;228;76.0;228;255;209;3;Petirrojo, El Principito, Petirrojo;324.6;0.7024029574861367;False;96.60000000000002
28149;infantil_ii_ciclo;2022-2023;284;94.66666666666667;284;82;80;2;Abad y Harija, San José;362.6;0.7832322118036403;False;78.60000000000002
28149;primaria;2022-2023;627;104.5;627;21;106.0;2;Abad y Harija, San José;871.1999999999999;0.7196969696969697;False;244.19999999999993
28149;eso;2022-2023;589;147.25;589;124;112;1;Miguel Delibes;560.2;1.0514102106390575;True;0.0
28001;infantil_i_ciclo;2022-2023;33;11.0;33;38;37;2;Montejo de la Sierra, Villavieja de Lozoya;0.6;55.0;True;0.0
28001;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;0.4;230.0;True;0.0
28001;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;0.8;260.0;True;0.0
28001;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;1.2;80.0;True;0.0
28003;infantil_i_ciclo;2022-2023;31;10.333333333333334;31;31;28;2;Rascafría, Lozoya;6.6;4.696969696969697;True;0.0
28003;infantil_ii_ciclo;2022-2023;157;52.333333333333336;157;45;45;3;Enrique de Mesa, CRA de Lozoya, Vicente Aleixandre;6.6000000000000005;23.787878787878785;True;0.0
28003;primaria;2022-2023;384;64.0;384;8;49.333333333333336;3;Enrique de Mesa, CRA de Lozoya, Vicente Aleixandre;12.8;30.0;True;0.0
28003;eso;2022-2023;198;49.5;198;12;12;1;Vicente Aleixandre;8.0;24.75;True;0.0
28011;infantil_i_ciclo;2022-2023;13;4.333333333333333;13;10;10;1;Río Tajuña;15.0;0.8666666666666667;False;2.0
28011;infantil_ii_ciclo;2022-2023;224;74.66666666666666;224;64;62;2;Juan de Goyeneche, CRA Vega de Tajuña;16.6;13.493975903614457;True;0.0
28011;primaria;2022-2023;493;82.16666666666667;493;18;78.33333333333333;2;Juan de Goyeneche, CRA Vega de Tajuña;38.4;12.838541666666668;True;0.0
28011;eso;2022-2023;211;52.75;211;9;3;1;Juan de Goyeneche;24.0;8.791666666666666;True;0.0
28094;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;45.0;0.0;False;45.0
28094;infantil_ii_ciclo;2022-2023;389;129.66666666666666;389;101;100;5;Nº1 Navalafuente, Montelindo, Puerta de la Sierra, Alejandro Rubio, CRA Cabanillas de la Sierra;53.0;7.339622641509434;True;0.0
28094;primaria;2022-2023;836;139.33333333333334;836;5;117.0;5;Nº1 Navalafuente, Montelindo, Puerta de la Sierra, Alejandro Rubio, CRA Cabanillas de la Sierra;135.2;6.183431952662723;True;0.0
28094;eso;2022-2023;339;84.75;339;53;45;2;Puerta de la Sierra, Luis García Berlanga;82.6;4.1041162227602905;True;0.0
28056;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;55.2;0.0;False;55.2
28056;infantil_ii_ciclo;2022-2023;57;19.0;57;9;9;1;San Bartolomé;56.599999999999994;1.0070671378091873;True;0.0
28056;primaria;2022-2023;123;20.5;123;2;19.0;1;San Bartolomé;131.6;0.9346504559270518;False;8.599999999999994
28056;eso;2022-2023;210;52.5;210;45;45;1;Sabino Fernández Campo;98.19999999999999;2.138492871690428;True;0.0
28028;infantil_i_ciclo;2022-2023;31;10.333333333333334;31;27;25;1;Bustarviejo;52.2;0.5938697318007663;False;21.200000000000003
28028;infantil_ii_ciclo;2022-2023;255;85.0;255;80;79;3;Montelindo, Vicente Aleixandre, Puerta de la Sierra;64.4;3.9596273291925463;True;0.0
28028;primaria;2022-2023;570;95.0;570;10;81.33333333333333;3;Montelindo, Vicente Aleixandre, Puerta de la Sierra;194.8;2.9260780287474333;True;0.0
28028;eso;2022-2023;1080;270.0;1080;168;158;4;De la Cabrera, Vicente Aleixandre, Puerta de la Sierra, Luis García Berlanga;143.4;7.531380753138075;True;0.0
28017;infantil_i_ciclo;2022-2023;216;72.0;216;225;211;3;Pasemisí, Luna Lunera, El Trébol;38.4;5.625;True;0.0
28017;infantil_ii_ciclo;2022-2023;23;7.666666666666667;23;8;8;1;Manuel José Quintana;44.2;0.5203619909502262;False;21.200000000000003
28017;primaria;2022-2023;45;7.5;45;4;11.666666666666668;1;Manuel José Quintana;114.4;0.39335664335664333;False;69.4
28017;eso;2022-2023;641;160.25;641;138;121;1;Gabriela Mistral;85.0;7.541176470588235;True;0.0
28155;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;12;11;1;Arco Iris;12.6;1.1111111111111112;True;0.0
28155;infantil_ii_ciclo;2022-2023;71;23.666666666666668;71;10;10;1;CRA los Olivos;12.4;5.725806451612903;True;0.0
28155;primaria;2022-2023;151;25.166666666666668;151;3;23.666666666666668;1;CRA los Olivos;27.2;5.551470588235294;True;0.0
28155;eso;2022-2023;601;150.25;601;134;134;1;Villarejo de Salvanés;24.6;24.43089430894309;True;0.0
28036;infantil_i_ciclo;2022-2023;97;32.333333333333336;97;92;91;3;Casarrubuelos Nº 2, Casarrubuelos Nº 1, Nicolás Guillén;107.4;0.9031657355679702;False;10.400000000000006
28036;infantil_ii_ciclo;2022-2023;111;37.0;111;25;25;1;Tomé y Orgaz;121.0;0.9173553719008265;False;10.0
28036;primaria;2022-2023;226;37.666666666666664;226;5;37.0;1;Tomé y Orgaz;317.2;0.712484237074401;False;91.19999999999999
28036;eso;2022-2023;1179;294.75;1179;279;254;2;Sor Juana de la Cruz, Miguel Delibes;236.0;4.995762711864407;True;0.0
28060;infantil_i_ciclo;2022-2023;36;12.0;36;37;35;1;La Ballenita;55.2;0.6521739130434783;False;19.200000000000003
28060;infantil_ii_ciclo;2022-2023;54;18.0;54;13;13;1;Alarilla;57.599999999999994;0.9375000000000001;False;3.5999999999999943
28060;primaria;2022-2023;122;20.333333333333332;122;8;25.666666666666668;1;Alarilla;128.0;0.953125;False;6.0
28060;eso;2022-2023;601;150.25;601;134;134;1;Villarejo de Salvanés;91.6;6.56113537117904;True;0.0
28168;infantil_i_ciclo;2022-2023;30;10.0;30;29;28;1;El Vellón;48.6;0.6172839506172839;False;18.6
28168;infantil_ii_ciclo;2022-2023;65;21.666666666666668;65;10;10;1;El Vellón;56.4;1.1524822695035462;True;0.0
28168;primaria;2022-2023;115;19.166666666666668;115;2;18.333333333333332;1;El Vellón;139.6;0.8237822349570201;False;24.599999999999994
28168;eso;2022-2023;684;171.0;684;173;161;1;Cortes de Cádiz;88.80000000000001;7.702702702702702;True;0.0
28146;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;66.0;0.0;False;66.0
28146;infantil_ii_ciclo;2022-2023;185;61.66666666666667;185;49;49;2;Carlos Ruiz, Miguel de Cervantes;73.0;2.5342465753424657;True;0.0
28146;primaria;2022-2023;413;68.83333333333333;413;1;61.0;2;Carlos Ruiz, Miguel de Cervantes;175.2;2.3573059360730597;True;0.0
28146;eso;2022-2023;189;47.25;189;4;4;1;Miguel de Cervantes;120.6;1.5671641791044777;True;0.0
28175;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;35.4;0.0;False;35.4
28175;infantil_ii_ciclo;2022-2023;39;13.0;39;13;13;1;San Miguel;42.400000000000006;0.9198113207547168;False;3.4000000000000057
28175;primaria;2022-2023;116;19.333333333333332;116;2;14.666666666666666;1;San Miguel;132.4;0.8761329305135951;False;16.400000000000006
28175;eso;2022-2023;117;29.25;117;13;13;1;San Miguel;105.4;1.110056925996205;True;0.0
28069;infantil_i_ciclo;2022-2023;14;4.666666666666667;14;14;14;1;Montejo de la Sierra;3.0;4.666666666666667;True;0.0
28069;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;2.6;35.38461538461539;True;0.0
28069;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;2.4;86.66666666666667;True;0.0
28069;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;0.0;inf;True;0.0
28110;infantil_i_ciclo;2022-2023;40;13.333333333333334;40;38;38;1;Perales de Tajuña;78.0;0.5128205128205128;False;38.0
28110;infantil_ii_ciclo;2022-2023;183;61.0;183;50;47;2;Ntra. Sra. del Castillo, Miguel de Cervantes;85.4;2.142857142857143;True;0.0
28110;primaria;2022-2023;418;69.66666666666667;418;3;60.33333333333333;2;Ntra. Sra. del Castillo, Miguel de Cervantes;202.39999999999998;2.065217391304348;True;0.0
28110;eso;2022-2023;2566;641.5;2566;571;498;5;Villarejo de Salvanés, Vega del Tajuña, El Carrascal, Miguel de Cervantes, Grande Covian;141.4;18.147100424328148;True;0.0
28120;infantil_i_ciclo;2022-2023;21;7.0;21;19;18;1;Rascafría;25.2;0.8333333333333334;False;4.199999999999999
28120;infantil_ii_ciclo;2022-2023;136;45.333333333333336;136;41;41;2;Enrique de Mesa, Vicente Aleixandre;27.0;5.037037037037037;True;0.0
28120;primaria;2022-2023;344;57.333333333333336;344;8;43.333333333333336;2;Enrique de Mesa, Vicente Aleixandre;63.199999999999996;5.443037974683545;True;0.0
28120;eso;2022-2023;198;49.5;198;12;12;1;Vicente Aleixandre;47.2;4.194915254237288;True;0.0
28125;infantil_i_ciclo;2022-2023;62;20.666666666666668;62;49;49;1;El Parque;93.6;0.6623931623931625;False;31.599999999999994
28125;infantil_ii_ciclo;2022-2023;81;27.0;81;22;22;1;Ntra. Sra. de Navahonda;94.4;0.858050847457627;False;13.400000000000006
28125;primaria;2022-2023;195;32.5;195;1;28.0;1;Ntra. Sra. de Navahonda;223.2;0.8736559139784946;False;28.19999999999999
28125;eso;2022-2023;210;52.5;210;45;45;1;Sabino Fernández Campo;204.60000000000002;1.0263929618768328;True;0.0
28140;infantil_i_ciclo;2022-2023;52;17.333333333333332;52;56;56;1;El Trébol;107.4;0.48417132216014896;False;55.400000000000006
28140;infantil_ii_ciclo;2022-2023;116;38.666666666666664;116;36;33;1;El Poeta;126.8;0.9148264984227129;False;10.799999999999997
28140;primaria;2022-2023;258;43.0;258;15;48.0;1;El Poeta;340.0;0.7588235294117647;False;82.0
28140;eso;2022-2023;1132;283.0;1132;282;243;2;Griñón, Sor Juana de la Cruz;241.8;4.6815550041356495;True;0.0
28107;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;13.2;0.0;False;13.2
28107;infantil_ii_ciclo;2022-2023;50;16.666666666666668;50;23;20;1;CRA. El Jarama;14.600000000000001;3.424657534246575;True;0.0
28107;primaria;2022-2023;116;19.333333333333332;116;5;17.333333333333336;1;CRA. El Jarama;32.0;3.625;True;0.0
28107;eso;2022-2023;395;98.75;395;68;68;1;Alto Jarama;17.6;22.443181818181817;True;0.0
28128;infantil_i_ciclo;2022-2023;22;7.333333333333333;22;13;12;1;Ilusiones;8.4;2.619047619047619;True;0.0
28128;infantil_ii_ciclo;2022-2023;154;51.33333333333333;154;36;36;3;Suárez Somonte, Carlos Ruiz, Eugenio Muro;8.399999999999999;18.333333333333336;True;0.0
28128;primaria;2022-2023;326;54.33333333333333;326;5;52.33333333333333;3;Suárez Somonte, Carlos Ruiz, Eugenio Muro;18.0;18.11111111111111;True;0.0
28128;eso;2022-2023;264;66.0;264;8;8;2;Suárez Somonte, Eugenio Muro;14.799999999999999;17.83783783783784;True;0.0
28150;infantil_i_ciclo;2022-2023;52;17.333333333333332;52;59;48;1;El Principito;108.6;0.47882136279926335;False;56.599999999999994
28150;infantil_ii_ciclo;2022-2023;88;29.333333333333332;88;8;7;1;Ntra. Sra. del Pilar;122.4;0.7189542483660131;False;34.400000000000006
28150;primaria;2022-2023;229;38.166666666666664;229;2;17.0;1;Ntra. Sra. del Pilar;332.8;0.6881009615384616;False;103.80000000000001
28150;eso;2022-2023;589;147.25;589;124;112;1;Miguel Delibes;271.0;2.1734317343173433;True;0.0
28153;infantil_i_ciclo;2022-2023;23;7.666666666666667;23;19;18;1;Torremocha de Jarama;21.0;1.0952380952380953;True;0.0
28153;infantil_ii_ciclo;2022-2023;130;43.333333333333336;130;42;42;1;Cardenal Cisneros;25.2;5.158730158730159;True;0.0
28153;primaria;2022-2023;306;51.0;306;12;44.0;1;Cardenal Cisneros;68.4;4.473684210526315;True;0.0
28153;eso;2022-2023;395;98.75;395;68;68;1;Alto Jarama;50.2;7.868525896414342;True;0.0
28097;infantil_i_ciclo;2022-2023;59;19.666666666666668;59;68;64;2;Buitrago de Lozoya, Villavieja de Lozoya;3.0;19.666666666666668;True;0.0
28097;infantil_ii_ciclo;2022-2023;92;30.666666666666668;92;22;22;1;Peñalta;2.8;32.85714285714286;True;0.0
28097;primaria;2022-2023;208;34.666666666666664;208;2;30.333333333333332;1;Peñalta;3.6;57.77777777777778;True;0.0
28097;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;1.0;96.0;True;0.0
28133;infantil_i_ciclo;2022-2023;73;24.333333333333332;73;77;76;1;El Olivar;202.2;0.361028684470821;False;129.2
28133;infantil_ii_ciclo;2022-2023;286;95.33333333333333;286;69;67;2;San Martín de Tours, Virgen de la Nueva;226.8;1.2610229276895943;True;0.0
28133;primaria;2022-2023;670;111.66666666666667;670;16;93.0;2;San Martín de Tours, Virgen de la Nueva;586.0;1.1433447098976108;True;0.0
28133;eso;2022-2023;483;120.75;483;113;106;1;Pedro de Tolosa;429.8;1.1237785016286646;True;0.0
28089;infantil_i_ciclo;2022-2023;41;13.666666666666666;41;0;0;1;Santa Teresa;142.8;0.28711484593837533;False;101.80000000000001
28089;infantil_ii_ciclo;2022-2023;125;41.666666666666664;125;28;28;1;Santa Teresa;157.6;0.7931472081218275;False;32.599999999999994
28089;primaria;2022-2023;320;53.333333333333336;320;1;32.33333333333333;1;Santa Teresa;400.4;0.7992007992007992;False;80.39999999999998
28089;eso;2022-2023;244;61.0;244;51;49;1;África Moraleja de Enmedio;294.2;0.8293677770224338;False;50.19999999999999
28152;infantil_i_ciclo;2022-2023;234;78.0;234;261;225;3;El Tomillar, El Hada Traga Manzanas, Las Ardillas;586.2;0.39918116683725685;False;352.20000000000005
28152;infantil_ii_ciclo;2022-2023;449;149.66666666666669;449;135;120;4;El Tomillar, El Encinar, Los Ángeles, Ntra. Sra. de Lourdes;664.4000000000001;0.6757977122215532;False;215.4000000000001
28152;primaria;2022-2023;974;162.33333333333334;974;58;155.66666666666669;3;El Encinar, Los Ángeles, Ntra. Sra. de Lourdes;1800.4;0.5409908909131304;False;826.4000000000001
28152;eso;2022-2023;821;205.25;821;229;170;2;Diego Velázquez, El Encinar;1453.8;0.5647269225478058;False;632.8
28048;infantil_i_ciclo;2022-2023;13;4.333333333333333;13;15;12;1;El Sauce Llorón;18.6;0.6989247311827956;False;5.600000000000001
28048;infantil_ii_ciclo;2022-2023;254;84.66666666666666;254;71;69;2;Juan de Goyeneche, Gregorio Canella;21.8;11.65137614678899;True;0.0
28048;primaria;2022-2023;595;99.16666666666666;595;31;105.33333333333333;2;Juan de Goyeneche, Gregorio Canella;59.2;10.050675675675675;True;0.0
28048;eso;2022-2023;2648;662.0;2648;628;524;6;Juan de Goyeneche, Alonso de Avellaneda, Senda Galiana, Alkala-Nahar, Complutense, Don Pelayo;41.0;64.58536585365853;True;0.0
28086;infantil_i_ciclo;2022-2023;159;53.0;159;167;147;3;Santa Cecilia (Programa de Casa de Niños), Los Sueños, Santa Cecilia;260.4;0.6105990783410139;False;101.39999999999998
28086;infantil_ii_ciclo;2022-2023;266;88.66666666666666;266;63;62;2;Arco de la Sierra, Ntra. Sra. del Remolino;281.8;0.9439318665720369;False;15.800000000000011
28086;primaria;2022-2023;633;105.5;633;11;82.0;2;Arco de la Sierra, Ntra. Sra. del Remolino;690.4000000000001;0.9168597914252606;False;57.40000000000009
28086;eso;2022-2023;684;171.0;684;173;161;1;Cortes de Cádiz;501.59999999999997;1.3636363636363638;True;0.0
28084;infantil_i_ciclo;2022-2023;242;80.66666666666667;242;215;190;4;Las Cigüeñas, Jaramita, Huerta Chica, Jarama;546.0;0.4432234432234432;False;304.0
28084;infantil_ii_ciclo;2022-2023;625;208.33333333333331;625;168;147;5;Jarama, Henares, Europa, Miguel de Cervantes, Pablo Picasso;623.0;1.0032102728731942;True;0.0
28084;primaria;2022-2023;1499;249.83333333333331;1499;48;222.99999999999997;5;Jarama, Henares, Europa, Miguel de Cervantes, Pablo Picasso;1629.6;0.9198576337751596;False;130.5999999999999
28084;eso;2022-2023;1153;288.25;1153;277;233;2;Miguel Delibes, Los Olivos;1192.4;0.9669573968466957;False;39.40000000000009
28121;infantil_i_ciclo;2022-2023;0;0.0;0;0;0;0;Ninguno;4.2;0.0;False;4.2
28121;infantil_ii_ciclo;2022-2023;145;48.33333333333333;145;57;56;2;Puerta de la Sierra, CRA Cabanillas de la Sierra;5.199999999999999;27.884615384615387;True;0.0
28121;primaria;2022-2023;298;49.66666666666667;298;1;49.33333333333333;2;Puerta de la Sierra, CRA Cabanillas de la Sierra;14.0;21.285714285714285;True;0.0
28121;eso;2022-2023;86;21.5;86;7;2;1;Puerta de la Sierra;10.0;8.6;True;0.0
28012;infantil_i_ciclo;2022-2023;38;12.666666666666666;38;43;34;1;La Isla de Las Arreñas;39.0;0.9743589743589743;False;1.0
28012;infantil_ii_ciclo;2022-2023;38;12.666666666666666;38;12;12;1;Virgen de la Oliva;44.2;0.8597285067873303;False;6.200000000000003
28012;primaria;2022-2023;99;16.5;99;2;13.666666666666666;1;Virgen de la Oliva;113.19999999999999;0.8745583038869259;False;14.199999999999989
28012;eso;2022-2023;6388;1597.0;6388;1604;1251;13;Alonso Quijano, Alonso de Avellaneda, Alkala-Nahar, Doctor Marañón, Arquitecto Pedro Gumiel, Complutense, Antonio Machado, Cardenal Cisneros, Mateo Alemán, Lázaro Carreter, Don Pelayo, Atenea, Ignacio Ellacuría;75.6;84.49735449735451;True;0.0
28141;infantil_i_ciclo;2022-2023;94;31.333333333333332;94;99;87;1;Juana Llandres;196.8;0.4776422764227642;False;102.80000000000001
28141;infantil_ii_ciclo;2022-2023;200;66.66666666666666;200;37;36;2;Duque de Rivas, Anton Sevillano;230.0;0.8695652173913043;False;30.0
28141;primaria;2022-2023;550;91.66666666666666;550;15;61.666666666666664;2;Duque de Rivas, Anton Sevillano;682.4;0.805978898007034;False;132.39999999999998
28141;eso;2022-2023;437;109.25;437;113;102;1;Sevilla la Nueva;589.2;0.7416836388323149;False;152.20000000000005
28135;infantil_i_ciclo;2022-2023;20;6.666666666666666;20;23;22;2;Capulin, Valdemaqueda;25.2;0.7936507936507937;False;5.199999999999999
28135;infantil_ii_ciclo;2022-2023;180;60.0;180;46;45;2;Ntra. Sra. de Navahonda, CRA Sierra Oeste Zarzalejo;28.200000000000003;6.382978723404254;True;0.0
28135;primaria;2022-2023;417;69.5;417;6;58.0;2;Ntra. Sra. de Navahonda, CRA Sierra Oeste Zarzalejo;80.0;5.2125;True;0.0
28135;eso;2022-2023;210;52.5;210;45;45;1;Sabino Fernández Campo;64.0;3.28125;True;0.0
28020;infantil_i_ciclo;2022-2023;12;4.0;12;13;13;1;El Cervatillo Dormilón;1.8;6.666666666666666;True;0.0
28020;infantil_ii_ciclo;2022-2023;178;59.333333333333336;178;52;52;2;Peñalta, CRA de Lozoyuela;2.0;89.0;True;0.0
28020;primaria;2022-2023;414;69.0;414;5;59.0;2;Peñalta, CRA de Lozoyuela;7.6000000000000005;54.473684210526315;True;0.0
28020;eso;2022-2023;96;24.0;96;1;0;1;Peñalta;11.0;8.727272727272727;True;0.0
28073;infantil_i_ciclo;2022-2023;164;54.666666666666664;164;125;121;4;Platero y Yo, Campohermoso, El Bosque (Programa Casa de Niños), El Bosque;503.4;0.32578466428287645;False;339.4
28073;infantil_ii_ciclo;2022-2023;549;183.0;549;135;133;4;Hermanos Torá, Santo Domingo de Guzmán, Campohermoso, Pedro Brimonis;568.6;0.9655293703833978;False;19.600000000000023
28073;primaria;2022-2023;1409;234.83333333333331;1409;22;158.0;4;Hermanos Torá, Santo Domingo de Guzmán, Campohermoso, Pedro Brimonis;1582.4;0.8904196157735086;False;173.4000000000001
28073;eso;2022-2023;1091;272.75;1091;252;221;2;Humanes, Fernando Fernán Gómez;1267.6;0.8606816030293468;False;176.5999999999999
28901;infantil_i_ciclo;2022-2023;24;8.0;24;27;25;1;Lozoyuela;29.4;0.8163265306122449;False;5.399999999999999
28901;infantil_ii_ciclo;2022-2023;86;28.666666666666668;86;30;30;1;CRA de Lozoyuela;32.0;2.6875;True;0.0
28901;primaria;2022-2023;206;34.333333333333336;206;3;28.666666666666668;1;CRA de Lozoyuela;88.0;2.340909090909091;True;0.0
28901;eso;2022-2023;543;135.75;543;103;101;1;De la Cabrera;73.2;7.418032786885246;True;0.0
28061;infantil_i_ciclo;2022-2023;284;94.66666666666666;284;301;272;3;El Hada Traga Manzanas, Manantial, Don Pimpón;769.8;0.368926994024422;False;485.79999999999995
28061;infantil_ii_ciclo;2022-2023;534;178.0;534;178;141;4;Jacinto Benavente, La Navata, Carlos Ruiz, San Gregorio;882.4000000000001;0.6051677243880326;False;348.4000000000001
