id_secondary_municipality,name,total,year,range
1179,Prádena del Rincón,4,2021,25-29
1179,Prádena del Rincón,5,2022,25-29
1179,Prádena del Rincón,3,2023,25-29
1179,Prádena del Rincón,4,2024,25-29
1185,Puebla de la Sierra,4,2021,25-29
1185,Puebla de la Sierra,3,2022,25-29
1185,Puebla de la Sierra,4,2023,25-29
1185,Puebla de la Sierra,2,2024,25-29
9020,Puentes Viejas,25,2021,25-29
9020,Puentes Viejas,21,2022,25-29
9020,Puentes Viejas,30,2023,25-29
9020,Puentes Viejas,23,2024,25-29
1198,Quijorna,159,2021,25-29
1198,Quijorna,167,2022,25-29
1198,Quijorna,196,2023,25-29
1198,Quijorna,204,2024,25-29
1202,Rascafría,91,2021,25-29
1202,Rascafría,84,2022,25-29
1202,Rascafría,79,2023,25-29
1202,Rascafría,77,2024,25-29
1219,Redueña,13,2021,25-29
1219,Redueña,17,2022,25-29
1219,Redueña,11,2023,25-29
1219,Redueña,12,2024,25-29
1224,Ribatejada,41,2021,25-29
1224,Ribatejada,36,2022,25-29
1224,Ribatejada,42,2023,25-29
1224,Ribatejada,38,2024,25-29
1230,Rivas-Vaciamadrid,4881,2021,25-29
1230,Rivas-Vaciamadrid,4941,2022,25-29
1230,Rivas-Vaciamadrid,5134,2023,25-29
1230,Rivas-Vaciamadrid,5059,2024,25-29
1245,Robledillo de la Jara,1,2021,25-29
1245,Robledillo de la Jara,3,2022,25-29
1245,Robledillo de la Jara,5,2023,25-29
1245,Robledillo de la Jara,9,2024,25-29
1258,Robledo de Chavela,194,2021,25-29
1258,Robledo de Chavela,193,2022,25-29
1258,Robledo de Chavela,191,2023,25-29
1258,Robledo de Chavela,190,2024,25-29
1261,Robregordo,6,2021,25-29
1261,Robregordo,4,2022,25-29
1261,Robregordo,4,2023,25-29
1261,Robregordo,5,2024,25-29
1277,Rozas de Madrid (Las),4561,2021,25-29
1277,Rozas de Madrid (Las),4582,2022,25-29
1277,Rozas de Madrid (Las),4865,2023,25-29
1277,Rozas de Madrid (Las),4949,2024,25-29
1283,Rozas de Puerto Real,27,2021,25-29
1283,Rozas de Puerto Real,21,2022,25-29
1283,Rozas de Puerto Real,20,2023,25-29
1283,Rozas de Puerto Real,22,2024,25-29
1296,San Agustín del Guadalix,652,2021,25-29
1296,San Agustín del Guadalix,650,2022,25-29
1296,San Agustín del Guadalix,632,2023,25-29
1296,San Agustín del Guadalix,679,2024,25-29
1300,San Fernando de Henares,2171,2021,25-29
1300,San Fernando de Henares,2128,2022,25-29
1300,San Fernando de Henares,2116,2023,25-29
1300,San Fernando de Henares,2242,2024,25-29
1317,San Lorenzo de El Escorial,1018,2021,25-29
1317,San Lorenzo de El Escorial,990,2022,25-29
1317,San Lorenzo de El Escorial,983,2023,25-29
1317,San Lorenzo de El Escorial,980,2024,25-29
1338,San Martín de Valdeiglesias,420,2021,25-29
1338,San Martín de Valdeiglesias,422,2022,25-29
1338,San Martín de Valdeiglesias,460,2023,25-29
1338,San Martín de Valdeiglesias,476,2024,25-29
1322,San Martín de la Vega,1105,2021,25-29
1322,San Martín de la Vega,1130,2022,25-29
1322,San Martín de la Vega,1182,2023,25-29
1322,San Martín de la Vega,1178,2024,25-29
1343,San Sebastián de los Reyes,4628,2021,25-29
1343,San Sebastián de los Reyes,4601,2022,25-29
1343,San Sebastián de los Reyes,4705,2023,25-29
1343,San Sebastián de los Reyes,5071,2024,25-29
1356,Santa María de la Alameda,54,2021,25-29
1356,Santa María de la Alameda,54,2022,25-29
1356,Santa María de la Alameda,55,2023,25-29
1356,Santa María de la Alameda,54,2024,25-29
1369,Santorcaz,39,2021,25-29
1369,Santorcaz,39,2022,25-29
1369,Santorcaz,31,2023,25-29
1369,Santorcaz,43,2024,25-29
1375,Santos de la Humosa (Los),121,2021,25-29
1375,Santos de la Humosa (Los),122,2022,25-29
1375,Santos de la Humosa (Los),105,2023,25-29
1375,Santos de la Humosa (Los),114,2024,25-29
1381,Serna del Monte (La),10,2021,25-29
1381,Serna del Monte (La),10,2022,25-29
1381,Serna del Monte (La),7,2023,25-29
1381,Serna del Monte (La),8,2024,25-29
1408,Serranillos del Valle,197,2021,25-29
1408,Serranillos del Valle,193,2022,25-29
1408,Serranillos del Valle,188,2023,25-29
1408,Serranillos del Valle,183,2024,25-29
1415,Sevilla la Nueva,379,2021,25-29
1415,Sevilla la Nueva,386,2022,25-29
1415,Sevilla la Nueva,427,2023,25-29
1415,Sevilla la Nueva,443,2024,25-29
1436,Somosierra,6,2021,25-29
1436,Somosierra,7,2022,25-29
1436,Somosierra,5,2023,25-29
1436,Somosierra,6,2024,25-29
1441,Soto del Real,443,2021,25-29
1441,Soto del Real,435,2022,25-29
1441,Soto del Real,432,2023,25-29
1441,Soto del Real,473,2024,25-29
1454,Talamanca de Jarama,192,2021,25-29
1454,Talamanca de Jarama,194,2022,25-29
1454,Talamanca de Jarama,193,2023,25-29
1454,Talamanca de Jarama,223,2024,25-29
1467,Tielmes,154,2021,25-29
1467,Tielmes,144,2022,25-29
1467,Tielmes,134,2023,25-29
1467,Tielmes,140,2024,25-29
1473,Titulcia,61,2021,25-29
1473,Titulcia,73,2022,25-29
1473,Titulcia,64,2023,25-29
1473,Titulcia,69,2024,25-29
1489,Torrejón de Ardoz,6876,2021,25-29
1489,Torrejón de Ardoz,6837,2022,25-29
1489,Torrejón de Ardoz,7050,2023,25-29
1489,Torrejón de Ardoz,7384,2024,25-29
1505,Torrejón de Velasco,237,2021,25-29
1505,Torrejón de Velasco,227,2022,25-29
1505,Torrejón de Velasco,208,2023,25-29
1505,Torrejón de Velasco,224,2024,25-29
1492,Torrejón de la Calzada,486,2021,25-29
1492,Torrejón de la Calzada,497,2022,25-29
1492,Torrejón de la Calzada,475,2023,25-29
1492,Torrejón de la Calzada,493,2024,25-29
1512,Torrelaguna,221,2021,25-29
1512,Torrelaguna,229,2022,25-29
1512,Torrelaguna,232,2023,25-29
1512,Torrelaguna,235,2024,25-29
1527,Torrelodones,1282,2021,25-29
1527,Torrelodones,1346,2022,25-29
1527,Torrelodones,1348,2023,25-29
1527,Torrelodones,1354,2024,25-29
1533,Torremocha de Jarama,28,2021,25-29
1533,Torremocha de Jarama,22,2022,25-29
1533,Torremocha de Jarama,31,2023,25-29
1533,Torremocha de Jarama,38,2024,25-29
1548,Torres de la Alameda,364,2021,25-29
1548,Torres de la Alameda,364,2022,25-29
1548,Torres de la Alameda,367,2023,25-29
1548,Torres de la Alameda,389,2024,25-29
9036,Tres Cantos,2865,2021,25-29
9036,Tres Cantos,2871,2022,25-29
9036,Tres Cantos,2942,2023,25-29
9036,Tres Cantos,2968,2024,25-29
1551,Valdaracete,34,2021,25-29
1551,Valdaracete,37,2022,25-29
1551,Valdaracete,34,2023,25-29
1551,Valdaracete,31,2024,25-29
1564,Valdeavero,85,2021,25-29
1564,Valdeavero,83,2022,25-29
1564,Valdeavero,91,2023,25-29
1564,Valdeavero,91,2024,25-29
1570,Valdelaguna,44,2021,25-29
1570,Valdelaguna,38,2022,25-29
1570,Valdelaguna,40,2023,25-29
1570,Valdelaguna,57,2024,25-29
1586,Valdemanco,43,2021,25-29
1586,Valdemanco,53,2022,25-29
1586,Valdemanco,54,2023,25-29
1586,Valdemanco,42,2024,25-29
1599,Valdemaqueda,43,2021,25-29
1599,Valdemaqueda,36,2022,25-29
1599,Valdemaqueda,34,2023,25-29
1599,Valdemaqueda,34,2024,25-29
1603,Valdemorillo,593,2021,25-29
1603,Valdemorillo,610,2022,25-29
1603,Valdemorillo,610,2023,25-29
1603,Valdemorillo,668,2024,25-29
1610,Valdemoro,3542,2021,25-29
1610,Valdemoro,3603,2022,25-29
1610,Valdemoro,3901,2023,25-29
1610,Valdemoro,4246,2024,25-29
1625,Valdeolmos-Alalpardo,200,2021,25-29
1625,Valdeolmos-Alalpardo,204,2022,25-29
1625,Valdeolmos-Alalpardo,199,2023,25-29
1625,Valdeolmos-Alalpardo,210,2024,25-29
1631,Valdepiélagos,35,2021,25-29
1631,Valdepiélagos,36,2022,25-29
1631,Valdepiélagos,40,2023,25-29
1631,Valdepiélagos,32,2024,25-29
1646,Valdetorres de Jarama,228,2021,25-29
1646,Valdetorres de Jarama,236,2022,25-29
1646,Valdetorres de Jarama,264,2023,25-29
1646,Valdetorres de Jarama,270,2024,25-29
1659,Valdilecha,169,2021,25-29
1659,Valdilecha,171,2022,25-29
1659,Valdilecha,183,2023,25-29
1659,Valdilecha,166,2024,25-29
1662,Valverde de Alcalá,20,2021,25-29
1662,Valverde de Alcalá,24,2022,25-29
1662,Valverde de Alcalá,24,2023,25-29
1662,Valverde de Alcalá,21,2024,25-29
1678,Velilla de San Antonio,703,2021,25-29
1678,Velilla de San Antonio,714,2022,25-29
1678,Velilla de San Antonio,748,2023,25-29
1678,Velilla de San Antonio,783,2024,25-29
1684,Vellón (El),109,2021,25-29
1684,Vellón (El),102,2022,25-29
1684,Vellón (El),106,2023,25-29
1684,Vellón (El),112,2024,25-29
1697,Venturada,97,2021,25-29
1697,Venturada,108,2022,25-29
1697,Venturada,132,2023,25-29
1697,Venturada,114,2024,25-29
1718,Villa del Prado,382,2021,25-29
1718,Villa del Prado,406,2022,25-29
1718,Villa del Prado,428,2023,25-29
1718,Villa del Prado,455,2024,25-29
1701,Villaconejos,184,2021,25-29
1701,Villaconejos,200,2022,25-29
1701,Villaconejos,208,2023,25-29
1701,Villaconejos,195,2024,25-29
1723,Villalbilla,676,2021,25-29
1723,Villalbilla,685,2022,25-29
1723,Villalbilla,742,2023,25-29
1723,Villalbilla,801,2024,25-29
1739,Villamanrique de Tajo,36,2021,25-29
1739,Villamanrique de Tajo,32,2022,25-29
1739,Villamanrique de Tajo,36,2023,25-29
1739,Villamanrique de Tajo,40,2024,25-29
1744,Villamanta,151,2021,25-29
1744,Villamanta,145,2022,25-29
1744,Villamanta,151,2023,25-29
1744,Villamanta,165,2024,25-29
1757,Villamantilla,43,2021,25-29
1757,Villamantilla,60,2022,25-29
1757,Villamantilla,60,2023,25-29
1757,Villamantilla,72,2024,25-29
1782,Villanueva de Perales,64,2021,25-29
1782,Villanueva de Perales,70,2022,25-29
1782,Villanueva de Perales,78,2023,25-29
1782,Villanueva de Perales,79,2024,25-29
1760,Villanueva de la Cañada,1418,2021,25-29
1760,Villanueva de la Cañada,1428,2022,25-29
1760,Villanueva de la Cañada,1473,2023,25-29
1760,Villanueva de la Cañada,1477,2024,25-29
1776,Villanueva del Pardillo,744,2021,25-29
1776,Villanueva del Pardillo,757,2022,25-29
1776,Villanueva del Pardillo,817,2023,25-29
1776,Villanueva del Pardillo,817,2024,25-29
1795,Villar del Olmo,106,2021,25-29
1795,Villar del Olmo,101,2022,25-29
1795,Villar del Olmo,93,2023,25-29
1795,Villar del Olmo,112,2024,25-29
1809,Villarejo de Salvanés,394,2021,25-29
1809,Villarejo de Salvanés,411,2022,25-29
1809,Villarejo de Salvanés,401,2023,25-29
1809,Villarejo de Salvanés,415,2024,25-29
1816,Villaviciosa de Odón,1607,2021,25-29
1816,Villaviciosa de Odón,1546,2022,25-29
1816,Villaviciosa de Odón,1645,2023,25-29
1816,Villaviciosa de Odón,1658,2024,25-29
1821,Villavieja del Lozoya,12,2021,25-29
1821,Villavieja del Lozoya,8,2022,25-29
1821,Villavieja del Lozoya,15,2023,25-29
1821,Villavieja del Lozoya,21,2024,25-29
1837,Zarzalejo,69,2021,25-29
1837,Zarzalejo,69,2022,25-29
1837,Zarzalejo,75,2023,25-29
1837,Zarzalejo,74,2024,25-29
0014,Acebeda (La),4,2021,85-89
0014,Acebeda (La),2,2022,85-89
0014,Acebeda (La),3,2023,85-89
0014,Acebeda (La),2,2024,85-89
0029,Ajalvir,46,2021,85-89
0029,Ajalvir,48,2022,85-89
0029,Ajalvir,47,2023,85-89
0029,Ajalvir,53,2024,85-89
0035,Alameda del Valle,5,2021,85-89
0035,Alameda del Valle,5,2022,85-89
0035,Alameda del Valle,8,2023,85-89
0035,Alameda del Valle,4,2024,85-89
0040,Álamo (El),235,2021,85-89
0040,Álamo (El),262,2022,85-89
0040,Álamo (El),223,2023,85-89
0040,Álamo (El),220,2024,85-89
0053,Alcalá de Henares,2907,2021,85-89
0053,Alcalá de Henares,3126,2022,85-89
0053,Alcalá de Henares,3209,2023,85-89
0053,Alcalá de Henares,3257,2024,85-89
0066,Alcobendas,1409,2021,85-89
0066,Alcobendas,1510,2022,85-89
0066,Alcobendas,1495,2023,85-89
0066,Alcobendas,1503,2024,85-89
0072,Alcorcón,2866,2021,85-89
0072,Alcorcón,3134,2022,85-89
0072,Alcorcón,3324,2023,85-89
0072,Alcorcón,3453,2024,85-89
0088,Aldea del Fresno,74,2021,85-89
0088,Aldea del Fresno,84,2022,85-89
0088,Aldea del Fresno,82,2023,85-89
0088,Aldea del Fresno,83,2024,85-89
0091,Algete,240,2021,85-89
0091,Algete,257,2022,85-89
0091,Algete,246,2023,85-89
0091,Algete,236,2024,85-89
0105,Alpedrete,169,2021,85-89
0105,Alpedrete,187,2022,85-89
0105,Alpedrete,198,2023,85-89
0105,Alpedrete,226,2024,85-89
0112,Ambite,23,2021,85-89
0112,Ambite,28,2022,85-89
0112,Ambite,28,2023,85-89
0112,Ambite,23,2024,85-89
0127,Anchuelo,12,2021,85-89
0127,Anchuelo,8,2022,85-89
0127,Anchuelo,12,2023,85-89
0127,Anchuelo,14,2024,85-89
0133,Aranjuez,1015,2021,85-89
0133,Aranjuez,1006,2022,85-89
0133,Aranjuez,995,2023,85-89
0133,Aranjuez,983,2024,85-89
0148,Arganda del Rey,512,2021,85-89
0148,Arganda del Rey,524,2022,85-89
0148,Arganda del Rey,545,2023,85-89
0148,Arganda del Rey,517,2024,85-89
0151,Arroyomolinos,98,2021,85-89
0151,Arroyomolinos,113,2022,85-89
0151,Arroyomolinos,131,2023,85-89
0151,Arroyomolinos,124,2024,85-89
0164,Atazar (El),5,2021,85-89
0164,Atazar (El),4,2022,85-89
0164,Atazar (El),6,2023,85-89
0164,Atazar (El),6,2024,85-89
0170,Batres,18,2021,85-89
0170,Batres,18,2022,85-89
0170,Batres,23,2023,85-89
0170,Batres,21,2024,85-89
0186,Becerril de la Sierra,91,2021,85-89
0186,Becerril de la Sierra,80,2022,85-89
0186,Becerril de la Sierra,87,2023,85-89
0186,Becerril de la Sierra,94,2024,85-89
0199,Belmonte de Tajo,35,2021,85-89
0199,Belmonte de Tajo,29,2022,85-89
0199,Belmonte de Tajo,30,2023,85-89
0199,Belmonte de Tajo,31,2024,85-89
0210,Berrueco (El),24,2021,85-89
0210,Berrueco (El),25,2022,85-89
0210,Berrueco (El),23,2023,85-89
0210,Berrueco (El),22,2024,85-89
0203,Berzosa del Lozoya,3,2021,85-89
0203,Berzosa del Lozoya,2,2022,85-89
0203,Berzosa del Lozoya,2,2023,85-89
0203,Berzosa del Lozoya,6,2024,85-89
0225,Boadilla del Monte,534,2021,85-89
0225,Boadilla del Monte,579,2022,85-89
0225,Boadilla del Monte,618,2023,85-89
0225,Boadilla del Monte,649,2024,85-89
0231,Boalo (El),77,2021,85-89
0231,Boalo (El),76,2022,85-89
0231,Boalo (El),77,2023,85-89
0231,Boalo (El),92,2024,85-89
0246,Braojos,6,2021,85-89
0246,Braojos,7,2022,85-89
0246,Braojos,5,2023,85-89
0246,Braojos,6,2024,85-89
0259,Brea de Tajo,20,2021,85-89
0259,Brea de Tajo,17,2022,85-89
0259,Brea de Tajo,18,2023,85-89
0259,Brea de Tajo,16,2024,85-89
0262,Brunete,120,2021,85-89
0262,Brunete,135,2022,85-89
0262,Brunete,143,2023,85-89
0262,Brunete,141,2024,85-89
0278,Buitrago del Lozoya,41,2021,85-89
0278,Buitrago del Lozoya,43,2022,85-89
0278,Buitrago del Lozoya,47,2023,85-89
0278,Buitrago del Lozoya,53,2024,85-89
0284,Bustarviejo,55,2021,85-89
0284,Bustarviejo,51,2022,85-89
0284,Bustarviejo,47,2023,85-89
0284,Bustarviejo,38,2024,85-89
0297,Cabanillas de la Sierra,11,2021,85-89
0297,Cabanillas de la Sierra,10,2022,85-89
0297,Cabanillas de la Sierra,10,2023,85-89
0297,Cabanillas de la Sierra,9,2024,85-89
0301,Cabrera (La),48,2021,85-89
0301,Cabrera (La),59,2022,85-89
0301,Cabrera (La),55,2023,85-89
0301,Cabrera (La),55,2024,85-89
0318,Cadalso de los Vidrios,73,2021,85-89
0318,Cadalso de los Vidrios,49,2022,85-89
0318,Cadalso de los Vidrios,51,2023,85-89
0318,Cadalso de los Vidrios,44,2024,85-89
0323,Camarma de Esteruelas,73,2021,85-89
0323,Camarma de Esteruelas,75,2022,85-89
0323,Camarma de Esteruelas,72,2023,85-89
0323,Camarma de Esteruelas,68,2024,85-89
0339,Campo Real,100,2021,85-89
0339,Campo Real,108,2022,85-89
0339,Campo Real,108,2023,85-89
0339,Campo Real,97,2024,85-89
0344,Canencia,22,2021,85-89
0344,Canencia,24,2022,85-89
0344,Canencia,22,2023,85-89
0344,Canencia,17,2024,85-89
0357,Carabaña,49,2021,85-89
0357,Carabaña,48,2022,85-89
0357,Carabaña,44,2023,85-89
0357,Carabaña,41,2024,85-89
0360,Casarrubuelos,18,2021,85-89
0360,Casarrubuelos,21,2022,85-89
0360,Casarrubuelos,24,2023,85-89
0360,Casarrubuelos,22,2024,85-89
0376,Cenicientos,73,2021,85-89
0376,Cenicientos,80,2022,85-89
0376,Cenicientos,78,2023,85-89
0376,Cenicientos,68,2024,85-89
0382,Cercedilla,140,2021,85-89
0382,Cercedilla,144,2022,85-89
0382,Cercedilla,158,2023,85-89
0382,Cercedilla,163,2024,85-89
0395,Cervera de Buitrago,6,2021,85-89
0395,Cervera de Buitrago,9,2022,85-89
0395,Cervera de Buitrago,9,2023,85-89
0395,Cervera de Buitrago,10,2024,85-89
0513,Chapinería,52,2021,85-89
0513,Chapinería,54,2022,85-89
0513,Chapinería,58,2023,85-89
0513,Chapinería,51,2024,85-89
0528,Chinchón,118,2021,85-89
0528,Chinchón,112,2022,85-89
0528,Chinchón,104,2023,85-89
0528,Chinchón,104,2024,85-89
0409,Ciempozuelos,413,2021,85-89
0409,Ciempozuelos,429,2022,85-89
0409,Ciempozuelos,451,2023,85-89
0409,Ciempozuelos,417,2024,85-89
0416,Cobeña,63,2021,85-89
0416,Cobeña,58,2022,85-89
0416,Cobeña,74,2023,85-89
0416,Cobeña,70,2024,85-89
0468,Collado Mediano,93,2021,85-89
0468,Collado Mediano,103,2022,85-89
0468,Collado Mediano,101,2023,85-89
0468,Collado Mediano,91,2024,85-89
0474,Collado Villalba,864,2021,85-89
0474,Collado Villalba,916,2022,85-89
0474,Collado Villalba,939,2023,85-89
0474,Collado Villalba,875,2024,85-89
0455,Colmenar Viejo,705,2021,85-89
0455,Colmenar Viejo,713,2022,85-89
0455,Colmenar Viejo,742,2023,85-89
0455,Colmenar Viejo,750,2024,85-89
0437,Colmenar de Oreja,163,2021,85-89
0437,Colmenar de Oreja,172,2022,85-89
0437,Colmenar de Oreja,192,2023,85-89
0437,Colmenar de Oreja,196,2024,85-89
0421,Colmenar del Arroyo,45,2021,85-89
0421,Colmenar del Arroyo,42,2022,85-89
0421,Colmenar del Arroyo,35,2023,85-89
0421,Colmenar del Arroyo,37,2024,85-89
0442,Colmenarejo,93,2021,85-89
0442,Colmenarejo,97,2022,85-89
0442,Colmenarejo,95,2023,85-89
0442,Colmenarejo,102,2024,85-89
0480,Corpa,14,2021,85-89
0480,Corpa,14,2022,85-89
0480,Corpa,18,2023,85-89
0480,Corpa,16,2024,85-89
0493,Coslada,900,2021,85-89
0493,Coslada,922,2022,85-89
0493,Coslada,946,2023,85-89
0493,Coslada,1008,2024,85-89
0506,Cubas de la Sagra,81,2021,85-89
0506,Cubas de la Sagra,83,2022,85-89
0506,Cubas de la Sagra,81,2023,85-89
0506,Cubas de la Sagra,70,2024,85-89
0534,Daganzo de Arriba,68,2021,85-89
0534,Daganzo de Arriba,91,2022,85-89
0534,Daganzo de Arriba,89,2023,85-89
0534,Daganzo de Arriba,85,2024,85-89
0549,Escorial (El),287,2021,85-89
0549,Escorial (El),291,2022,85-89
0549,Escorial (El),289,2023,85-89
0549,Escorial (El),283,2024,85-89
0552,Estremera,48,2021,85-89
0552,Estremera,53,2022,85-89
0552,Estremera,49,2023,85-89
0552,Estremera,49,2024,85-89
0565,Fresnedillas de la Oliva,18,2021,85-89
0565,Fresnedillas de la Oliva,17,2022,85-89
0565,Fresnedillas de la Oliva,13,2023,85-89
0565,Fresnedillas de la Oliva,13,2024,85-89
0571,Fresno de Torote,23,2021,85-89
0571,Fresno de Torote,27,2022,85-89
0571,Fresno de Torote,26,2023,85-89
0571,Fresno de Torote,26,2024,85-89
0587,Fuenlabrada,1577,2021,85-89
0587,Fuenlabrada,1629,2022,85-89
0587,Fuenlabrada,1578,2023,85-89
0587,Fuenlabrada,1594,2024,85-89
0590,Fuente el Saz de Jarama,88,2021,85-89
0590,Fuente el Saz de Jarama,93,2022,85-89
0590,Fuente el Saz de Jarama,95,2023,85-89
0590,Fuente el Saz de Jarama,98,2024,85-89
0604,Fuentidueña de Tajo,46,2021,85-89
0604,Fuentidueña de Tajo,40,2022,85-89
0604,Fuentidueña de Tajo,42,2023,85-89
0604,Fuentidueña de Tajo,43,2024,85-89
0611,Galapagar,422,2021,85-89
0611,Galapagar,412,2022,85-89
0611,Galapagar,430,2023,85-89
0611,Galapagar,441,2024,85-89
0626,Garganta de los Montes,7,2021,85-89
0626,Garganta de los Montes,4,2022,85-89
0626,Garganta de los Montes,2,2023,85-89
0626,Garganta de los Montes,3,2024,85-89
0632,Gargantilla del Lozoya y Pinilla de Buitrago,4,2021,85-89
0632,Gargantilla del Lozoya y Pinilla de Buitrago,7,2022,85-89
0632,Gargantilla del Lozoya y Pinilla de Buitrago,12,2023,85-89
0632,Gargantilla del Lozoya y Pinilla de Buitrago,11,2024,85-89
0647,Gascones,2,2021,85-89
0647,Gascones,1,2022,85-89
0647,Gascones,0,2023,85-89
0647,Gascones,1,2024,85-89
0650,Getafe,2564,2021,85-89
0650,Getafe,2760,2022,85-89
0650,Getafe,2937,2023,85-89
0650,Getafe,2995,2024,85-89
0663,Griñón,161,2021,85-89
0663,Griñón,166,2022,85-89
0663,Griñón,162,2023,85-89
0663,Griñón,160,2024,85-89
0679,Guadalix de la Sierra,101,2021,85-89
0679,Guadalix de la Sierra,103,2022,85-89
0679,Guadalix de la Sierra,100,2023,85-89
0679,Guadalix de la Sierra,95,2024,85-89
0685,Guadarrama,287,2021,85-89
0685,Guadarrama,295,2022,85-89
0685,Guadarrama,299,2023,85-89
0685,Guadarrama,317,2024,85-89
0698,Hiruela (La),2,2021,85-89
0698,Hiruela (La),1,2022,85-89
0698,Hiruela (La),1,2023,85-89
0698,Hiruela (La),2,2024,85-89
0702,Horcajo de la Sierra-Aoslos,1,2021,85-89
0702,Horcajo de la Sierra-Aoslos,1,2022,85-89
0702,Horcajo de la Sierra-Aoslos,2,2023,85-89
0702,Horcajo de la Sierra-Aoslos,3,2024,85-89
0719,Horcajuelo de la Sierra,1,2021,85-89
0719,Horcajuelo de la Sierra,2,2022,85-89
0719,Horcajuelo de la Sierra,3,2023,85-89
0719,Horcajuelo de la Sierra,5,2024,85-89
0724,Hoyo de Manzanares,107,2021,85-89
0724,Hoyo de Manzanares,112,2022,85-89
0724,Hoyo de Manzanares,107,2023,85-89
0724,Hoyo de Manzanares,106,2024,85-89
0730,Humanes de Madrid,118,2021,85-89
0730,Humanes de Madrid,129,2022,85-89
0730,Humanes de Madrid,135,2023,85-89
0730,Humanes de Madrid,141,2024,85-89
0745,Leganés,3128,2021,85-89
0745,Leganés,3381,2022,85-89
0745,Leganés,3534,2023,85-89
0745,Leganés,3679,2024,85-89
0758,Loeches,81,2021,85-89
0758,Loeches,75,2022,85-89
0758,Loeches,72,2023,85-89
0758,Loeches,62,2024,85-89
0761,Lozoya,11,2021,85-89
0761,Lozoya,12,2022,85-89
0761,Lozoya,16,2023,85-89
0761,Lozoya,19,2024,85-89
9015,Lozoyuela-Navas-Sieteiglesias,34,2021,85-89
9015,Lozoyuela-Navas-Sieteiglesias,44,2022,85-89
9015,Lozoyuela-Navas-Sieteiglesias,36,2023,85-89
9015,Lozoyuela-Navas-Sieteiglesias,39,2024,85-89
0783,Madarcos,2,2021,85-89
0783,Madarcos,2,2022,85-89
0783,Madarcos,3,2023,85-89
0783,Madarcos,3,2024,85-89
0796,Madrid,81609,2021,85-89
0796,Madrid,82107,2022,85-89
0796,Madrid,80430,2023,85-89
0796,Madrid,77790,2024,85-89
0800,Majadahonda,875,2021,85-89
0800,Majadahonda,947,2022,85-89
0800,Majadahonda,983,2023,85-89
0800,Majadahonda,1035,2024,85-89
0822,Manzanares el Real,87,2021,85-89
0822,Manzanares el Real,100,2022,85-89
0822,Manzanares el Real,108,2023,85-89
0822,Manzanares el Real,120,2024,85-89
0838,Meco,94,2021,85-89
0838,Meco,99,2022,85-89
0838,Meco,109,2023,85-89
0838,Meco,110,2024,85-89
0843,Mejorada del Campo,205,2021,85-89
0843,Mejorada del Campo,219,2022,85-89
0843,Mejorada del Campo,224,2023,85-89
0843,Mejorada del Campo,222,2024,85-89
0856,Miraflores de la Sierra,89,2021,85-89
0856,Miraflores de la Sierra,79,2022,85-89
0856,Miraflores de la Sierra,88,2023,85-89
0856,Miraflores de la Sierra,101,2024,85-89
0869,Molar (El),94,2021,85-89
0869,Molar (El),98,2022,85-89
0869,Molar (El),102,2023,85-89
0869,Molar (El),104,2024,85-89
0875,Molinos (Los),92,2021,85-89
0875,Molinos (Los),96,2022,85-89
0875,Molinos (Los),94,2023,85-89
0875,Molinos (Los),97,2024,85-89
0881,Montejo de la Sierra,10,2021,85-89
0881,Montejo de la Sierra,12,2022,85-89
0881,Montejo de la Sierra,15,2023,85-89
0881,Montejo de la Sierra,14,2024,85-89
0894,Moraleja de Enmedio,63,2021,85-89
0894,Moraleja de Enmedio,71,2022,85-89
0894,Moraleja de Enmedio,67,2023,85-89
0894,Moraleja de Enmedio,68,2024,85-89
0908,Moralzarzal,145,2021,85-89
0908,Moralzarzal,173,2022,85-89
0908,Moralzarzal,183,2023,85-89
0908,Moralzarzal,180,2024,85-89
0915,Morata de Tajuña,131,2021,85-89
0915,Morata de Tajuña,152,2022,85-89
0915,Morata de Tajuña,152,2023,85-89
0915,Morata de Tajuña,168,2024,85-89
0920,Móstoles,2388,2021,85-89
0920,Móstoles,2575,2022,85-89
0920,Móstoles,2710,2023,85-89
0920,Móstoles,2807,2024,85-89
0936,Navacerrada,54,2021,85-89
0936,Navacerrada,67,2022,85-89
0936,Navacerrada,71,2023,85-89
0936,Navacerrada,65,2024,85-89
0941,Navalafuente,17,2021,85-89
0941,Navalafuente,15,2022,85-89
0941,Navalafuente,14,2023,85-89
0941,Navalafuente,13,2024,85-89
0954,Navalagamella,25,2021,85-89
0954,Navalagamella,27,2022,85-89
0954,Navalagamella,29,2023,85-89
0954,Navalagamella,35,2024,85-89
0967,Navalcarnero,370,2021,85-89
0967,Navalcarnero,417,2022,85-89
0967,Navalcarnero,443,2023,85-89
0967,Navalcarnero,423,2024,85-89
0973,Navarredonda y San Mamés,4,2021,85-89
0973,Navarredonda y San Mamés,5,2022,85-89
0973,Navarredonda y San Mamés,4,2023,85-89
0973,Navarredonda y San Mamés,5,2024,85-89
0992,Navas del Rey,56,2021,85-89
0992,Navas del Rey,61,2022,85-89
0992,Navas del Rey,61,2023,85-89
0992,Navas del Rey,56,2024,85-89
1006,Nuevo Baztán,45,2021,85-89
1006,Nuevo Baztán,58,2022,85-89
1006,Nuevo Baztán,64,2023,85-89
1006,Nuevo Baztán,60,2024,85-89
1013,Olmeda de las Fuentes,8,2021,85-89
