id_secondary_municipality,name,total,year,range
0552,Estremera,1379,2021,total
0552,Estremera,1408,2022,total
0552,Estremera,1449,2023,total
0552,Estremera,1451,2024,total
0565,Fresnedillas de la Oliva,1733,2021,total
0565,Fresnedillas de la Oliva,1781,2022,total
0565,Fresnedillas de la Oliva,1799,2023,total
0565,Fresnedillas de la Oliva,1833,2024,total
0571,Fresno de Torote,2412,2021,total
0571,Fresno de Torote,2438,2022,total
0571,Fresno de Torote,2508,2023,total
0571,Fresno de Torote,2547,2024,total
0587,Fuenlabrada,192612,2021,total
0587,Fuenlabrada,190215,2022,total
0587,Fuenlabrada,189287,2023,total
0587,Fuenlabrada,190496,2024,total
0590,Fuente el Saz de Jarama,6868,2021,total
0590,Fuente el Saz de Jarama,7034,2022,total
0590,Fuente el Saz de Jarama,7260,2023,total
0590,Fuente el Saz de Jarama,7384,2024,total
0604,Fuentidueña de Tajo,2223,2021,total
0604,Fuentidueña de Tajo,2249,2022,total
0604,Fuentidueña de Tajo,2260,2023,total
0604,Fuentidueña de Tajo,2319,2024,total
0611,Galapagar,34653,2021,total
0611,Galapagar,34860,2022,total
0611,Galapagar,35298,2023,total
0611,Galapagar,36112,2024,total
0626,Garganta de los Montes,411,2021,total
0626,Garganta de los Montes,396,2022,total
0626,Garganta de los Montes,419,2023,total
0626,Garganta de los Montes,415,2024,total
0632,Gargantilla del Lozoya y Pinilla de Buitrago,348,2021,total
0632,Gargantilla del Lozoya y Pinilla de Buitrago,383,2022,total
0632,Gargantilla del Lozoya y Pinilla de Buitrago,388,2023,total
0632,Gargantilla del Lozoya y Pinilla de Buitrago,401,2024,total
0647,Gascones,191,2021,total
0647,Gascones,212,2022,total
0647,Gascones,227,2023,total
0647,Gascones,236,2024,total
0650,Getafe,183872,2021,total
0650,Getafe,185119,2022,total
0650,Getafe,187525,2023,total
0650,Getafe,191560,2024,total
0663,Griñón,10489,2021,total
0663,Griñón,10506,2022,total
0663,Griñón,10599,2023,total
0663,Griñón,10714,2024,total
0679,Guadalix de la Sierra,6597,2021,total
0679,Guadalix de la Sierra,6680,2022,total
0679,Guadalix de la Sierra,6813,2023,total
0679,Guadalix de la Sierra,6912,2024,total
0685,Guadarrama,16583,2021,total
0685,Guadarrama,16870,2022,total
0685,Guadarrama,17044,2023,total
0685,Guadarrama,17069,2024,total
0698,Hiruela (La),73,2021,total
0698,Hiruela (La),76,2022,total
0698,Hiruela (La),74,2023,total
0698,Hiruela (La),84,2024,total
0702,Horcajo de la Sierra-Aoslos,169,2021,total
0702,Horcajo de la Sierra-Aoslos,199,2022,total
0702,Horcajo de la Sierra-Aoslos,234,2023,total
0702,Horcajo de la Sierra-Aoslos,231,2024,total
0719,Horcajuelo de la Sierra,106,2021,total
0719,Horcajuelo de la Sierra,109,2022,total
0719,Horcajuelo de la Sierra,108,2023,total
0719,Horcajuelo de la Sierra,111,2024,total
0724,Hoyo de Manzanares,8669,2021,total
0724,Hoyo de Manzanares,8818,2022,total
0724,Hoyo de Manzanares,8971,2023,total
0724,Hoyo de Manzanares,9186,2024,total
0730,Humanes de Madrid,19685,2021,total
0730,Humanes de Madrid,19762,2022,total
0730,Humanes de Madrid,19834,2023,total
0730,Humanes de Madrid,20054,2024,total
0745,Leganés,188687,2021,total
0745,Leganés,188122,2022,total
0745,Leganés,190974,2023,total
0745,Leganés,193934,2024,total
0758,Loeches,8916,2021,total
0758,Loeches,8995,2022,total
0758,Loeches,9153,2023,total
0758,Loeches,9253,2024,total
0761,Lozoya,599,2021,total
0761,Lozoya,600,2022,total
0761,Lozoya,621,2023,total
0761,Lozoya,620,2024,total
9015,Lozoyuela-Navas-Sieteiglesias,1412,2021,total
9015,Lozoyuela-Navas-Sieteiglesias,1458,2022,total
9015,Lozoyuela-Navas-Sieteiglesias,1473,2023,total
9015,Lozoyuela-Navas-Sieteiglesias,1479,2024,total
0783,Madarcos,57,2021,total
0783,Madarcos,63,2022,total
0783,Madarcos,72,2023,total
0783,Madarcos,70,2024,total
0796,Madrid,3277451,2021,total
0796,Madrid,3267027,2022,total
0796,Madrid,3340176,2023,total
0796,Madrid,3422416,2024,total
0800,Majadahonda,72173,2021,total
0800,Majadahonda,72395,2022,total
0800,Majadahonda,72833,2023,total
0800,Majadahonda,73547,2024,total
0822,Manzanares el Real,9223,2021,total
0822,Manzanares el Real,9279,2022,total
0822,Manzanares el Real,9396,2023,total
0822,Manzanares el Real,9539,2024,total
0838,Meco,14960,2021,total
0838,Meco,15199,2022,total
0838,Meco,15451,2023,total
0838,Meco,15812,2024,total
0843,Mejorada del Campo,23673,2021,total
0843,Mejorada del Campo,23776,2022,total
0843,Mejorada del Campo,24133,2023,total
0843,Mejorada del Campo,24632,2024,total
0856,Miraflores de la Sierra,6588,2021,total
0856,Miraflores de la Sierra,6707,2022,total
0856,Miraflores de la Sierra,6990,2023,total
0856,Miraflores de la Sierra,7209,2024,total
0869,Molar (El),9305,2021,total
0869,Molar (El),9437,2022,total
0869,Molar (El),9781,2023,total
0869,Molar (El),10079,2024,total
0875,Molinos (Los),4599,2021,total
0875,Molinos (Los),4756,2022,total
0875,Molinos (Los),4842,2023,total
0875,Molinos (Los),4812,2024,total
0881,Montejo de la Sierra,356,2021,total
0881,Montejo de la Sierra,373,2022,total
0881,Montejo de la Sierra,379,2023,total
0881,Montejo de la Sierra,374,2024,total
0894,Moraleja de Enmedio,5336,2021,total
0894,Moraleja de Enmedio,5423,2022,total
0894,Moraleja de Enmedio,5506,2023,total
0894,Moraleja de Enmedio,5630,2024,total
0908,Moralzarzal,13597,2021,total
0908,Moralzarzal,13900,2022,total
0908,Moralzarzal,14103,2023,total
0908,Moralzarzal,14504,2024,total
0915,Morata de Tajuña,7908,2021,total
0915,Morata de Tajuña,7958,2022,total
0915,Morata de Tajuña,8085,2023,total
0915,Morata de Tajuña,8294,2024,total
0920,Móstoles,208632,2021,total
0920,Móstoles,208532,2022,total
0920,Móstoles,210592,2023,total
0920,Móstoles,213268,2024,total
0936,Navacerrada,3232,2021,total
0936,Navacerrada,3234,2022,total
0936,Navacerrada,3293,2023,total
0936,Navacerrada,3307,2024,total
0941,Navalafuente,1586,2021,total
0941,Navalafuente,1605,2022,total
0941,Navalafuente,1672,2023,total
0941,Navalafuente,1703,2024,total
0954,Navalagamella,2711,2021,total
0954,Navalagamella,2844,2022,total
0954,Navalagamella,3011,2023,total
0954,Navalagamella,3119,2024,total
0967,Navalcarnero,30696,2021,total
0967,Navalcarnero,31359,2022,total
0967,Navalcarnero,31955,2023,total
0967,Navalcarnero,32684,2024,total
0973,Navarredonda y San Mamés,141,2021,total
0973,Navarredonda y San Mamés,143,2022,total
0973,Navarredonda y San Mamés,153,2023,total
0973,Navarredonda y San Mamés,154,2024,total
0992,Navas del Rey,3058,2021,total
0992,Navas del Rey,3126,2022,total
0992,Navas del Rey,3244,2023,total
0992,Navas del Rey,3344,2024,total
1006,Nuevo Baztán,6678,2021,total
1006,Nuevo Baztán,6890,2022,total
1006,Nuevo Baztán,7126,2023,total
1006,Nuevo Baztán,7393,2024,total
1013,Olmeda de las Fuentes,365,2021,total
1013,Olmeda de las Fuentes,380,2022,total
1013,Olmeda de las Fuentes,405,2023,total
1013,Olmeda de las Fuentes,409,2024,total
1028,Orusco de Tajuña,1291,2021,total
1028,Orusco de Tajuña,1342,2022,total
1028,Orusco de Tajuña,1422,2023,total
1028,Orusco de Tajuña,1504,2024,total
1049,Paracuellos de Jarama,26293,2021,total
1049,Paracuellos de Jarama,26637,2022,total
1049,Paracuellos de Jarama,27034,2023,total
1049,Paracuellos de Jarama,27241,2024,total
1065,Parla,130550,2021,total
1065,Parla,130218,2022,total
1065,Parla,132842,2023,total
1065,Parla,134876,2024,total
1071,Patones,523,2021,total
1071,Patones,533,2022,total
1071,Patones,566,2023,total
1071,Patones,604,2024,total
1087,Pedrezuela,6168,2021,total
1087,Pedrezuela,6295,2022,total
1087,Pedrezuela,6391,2023,total
1087,Pedrezuela,6475,2024,total
1090,Pelayos de la Presa,2814,2021,total
1090,Pelayos de la Presa,2873,2022,total
1090,Pelayos de la Presa,2962,2023,total
1090,Pelayos de la Presa,3106,2024,total
1104,Perales de Tajuña,3037,2021,total
1104,Perales de Tajuña,3107,2022,total
1104,Perales de Tajuña,3164,2023,total
1104,Perales de Tajuña,3195,2024,total
1111,Pezuela de las Torres,925,2021,total
1111,Pezuela de las Torres,933,2022,total
1111,Pezuela de las Torres,982,2023,total
1111,Pezuela de las Torres,990,2024,total
1126,Pinilla del Valle,196,2021,total
1126,Pinilla del Valle,198,2022,total
1126,Pinilla del Valle,204,2023,total
1126,Pinilla del Valle,199,2024,total
1132,Pinto,53625,2021,total
1132,Pinto,54149,2022,total
1132,Pinto,55178,2023,total
1132,Pinto,55989,2024,total
1147,Piñuécar-Gandullas,184,2021,total
1147,Piñuécar-Gandullas,184,2022,total
1147,Piñuécar-Gandullas,178,2023,total
1147,Piñuécar-Gandullas,185,2024,total
1150,Pozuelo de Alarcón,87080,2021,total
1150,Pozuelo de Alarcón,87633,2022,total
1150,Pozuelo de Alarcón,88504,2023,total
1150,Pozuelo de Alarcón,89123,2024,total
1163,Pozuelo del Rey,1214,2021,total
1163,Pozuelo del Rey,1216,2022,total
1163,Pozuelo del Rey,1276,2023,total
1163,Pozuelo del Rey,1302,2024,total
1179,Prádena del Rincón,148,2021,total
1179,Prádena del Rincón,146,2022,total
1179,Prádena del Rincón,150,2023,total
1179,Prádena del Rincón,139,2024,total
1185,Puebla de la Sierra,75,2021,total
1185,Puebla de la Sierra,85,2022,total
1185,Puebla de la Sierra,102,2023,total
1185,Puebla de la Sierra,93,2024,total
9020,Puentes Viejas,716,2021,total
9020,Puentes Viejas,699,2022,total
9020,Puentes Viejas,758,2023,total
9020,Puentes Viejas,774,2024,total
1198,Quijorna,3589,2021,total
1198,Quijorna,3683,2022,total
1198,Quijorna,3856,2023,total
1198,Quijorna,3987,2024,total
1202,Rascafría,1762,2021,total
1202,Rascafría,1750,2022,total
1202,Rascafría,1739,2023,total
1202,Rascafría,1712,2024,total
1219,Redueña,295,2021,total
1219,Redueña,298,2022,total
1219,Redueña,305,2023,total
1219,Redueña,292,2024,total
1224,Ribatejada,863,2021,total
1224,Ribatejada,874,2022,total
1224,Ribatejada,919,2023,total
1224,Ribatejada,911,2024,total
1230,Rivas-Vaciamadrid,93272,2021,total
1230,Rivas-Vaciamadrid,96659,2022,total
1230,Rivas-Vaciamadrid,100053,2023,total
1230,Rivas-Vaciamadrid,101637,2024,total
1245,Robledillo de la Jara,97,2021,total
1245,Robledillo de la Jara,114,2022,total
1245,Robledillo de la Jara,134,2023,total
1245,Robledillo de la Jara,132,2024,total
1258,Robledo de Chavela,4485,2021,total
1258,Robledo de Chavela,4619,2022,total
1258,Robledo de Chavela,4743,2023,total
1258,Robledo de Chavela,4763,2024,total
1261,Robregordo,70,2021,total
1261,Robregordo,70,2022,total
1261,Robregordo,79,2023,total
1261,Robregordo,73,2024,total
1277,Rozas de Madrid (Las),95294,2021,total
1277,Rozas de Madrid (Las),96209,2022,total
1277,Rozas de Madrid (Las),98621,2023,total
1277,Rozas de Madrid (Las),99193,2024,total
1283,Rozas de Puerto Real,579,2021,total
1283,Rozas de Puerto Real,587,2022,total
1283,Rozas de Puerto Real,577,2023,total
1283,Rozas de Puerto Real,581,2024,total
1296,San Agustín del Guadalix,13626,2021,total
1296,San Agustín del Guadalix,13713,2022,total
1296,San Agustín del Guadalix,13708,2023,total
1296,San Agustín del Guadalix,13849,2024,total
1300,San Fernando de Henares,39286,2021,total
1300,San Fernando de Henares,38941,2022,total
1300,San Fernando de Henares,38986,2023,total
1300,San Fernando de Henares,38969,2024,total
1317,San Lorenzo de El Escorial,18432,2021,total
1317,San Lorenzo de El Escorial,18471,2022,total
1317,San Lorenzo de El Escorial,18522,2023,total
1317,San Lorenzo de El Escorial,18772,2024,total
1338,San Martín de Valdeiglesias,8726,2021,total
1338,San Martín de Valdeiglesias,8797,2022,total
1338,San Martín de Valdeiglesias,8969,2023,total
1338,San Martín de Valdeiglesias,9120,2024,total
1322,San Martín de la Vega,19788,2021,total
1322,San Martín de la Vega,19888,2022,total
1322,San Martín de la Vega,20269,2023,total
1322,San Martín de la Vega,20664,2024,total
1343,San Sebastián de los Reyes,90958,2021,total
1343,San Sebastián de los Reyes,90978,2022,total
1343,San Sebastián de los Reyes,92417,2023,total
1343,San Sebastián de los Reyes,94942,2024,total
1356,Santa María de la Alameda,1420,2021,total
1356,Santa María de la Alameda,1499,2022,total
1356,Santa María de la Alameda,1515,2023,total
1356,Santa María de la Alameda,1516,2024,total
1369,Santorcaz,924,2021,total
1369,Santorcaz,945,2022,total
1369,Santorcaz,945,2023,total
1369,Santorcaz,998,2024,total
1375,Santos de la Humosa (Los),2742,2021,total
1375,Santos de la Humosa (Los),2772,2022,total
1375,Santos de la Humosa (Los),2783,2023,total
1375,Santos de la Humosa (Los),2797,2024,total
1381,Serna del Monte (La),95,2021,total
1381,Serna del Monte (La),108,2022,total
1381,Serna del Monte (La),106,2023,total
1381,Serna del Monte (La),105,2024,total
1408,Serranillos del Valle,4436,2021,total
1408,Serranillos del Valle,4542,2022,total
1408,Serranillos del Valle,4614,2023,total
1408,Serranillos del Valle,4632,2024,total
1415,Sevilla la Nueva,9387,2021,total
1415,Sevilla la Nueva,9402,2022,total
1415,Sevilla la Nueva,9563,2023,total
1415,Sevilla la Nueva,9694,2024,total
1436,Somosierra,87,2021,total
1436,Somosierra,88,2022,total
1436,Somosierra,85,2023,total
1436,Somosierra,98,2024,total
1441,Soto del Real,9075,2021,total
1441,Soto del Real,9208,2022,total
1441,Soto del Real,9403,2023,total
1441,Soto del Real,9436,2024,total
1454,Talamanca de Jarama,4114,2021,total
1454,Talamanca de Jarama,4216,2022,total
1454,Talamanca de Jarama,4373,2023,total
1454,Talamanca de Jarama,4526,2024,total
1467,Tielmes,2768,2021,total
1467,Tielmes,2770,2022,total
1467,Tielmes,2732,2023,total
1467,Tielmes,2807,2024,total
1473,Titulcia,1367,2021,total
1473,Titulcia,1349,2022,total
1473,Titulcia,1366,2023,total
1473,Titulcia,1393,2024,total
1489,Torrejón de Ardoz,133377,2021,total
1489,Torrejón de Ardoz,135540,2022,total
1489,Torrejón de Ardoz,138197,2023,total
1489,Torrejón de Ardoz,141047,2024,total
1505,Torrejón de Velasco,4586,2021,total
1505,Torrejón de Velasco,4682,2022,total
1505,Torrejón de Velasco,4742,2023,total
1505,Torrejón de Velasco,4887,2024,total
1492,Torrejón de la Calzada,9537,2021,total
1492,Torrejón de la Calzada,9931,2022,total
1492,Torrejón de la Calzada,10200,2023,total
1492,Torrejón de la Calzada,10366,2024,total
1512,Torrelaguna,4902,2021,total
1512,Torrelaguna,4932,2022,total
1512,Torrelaguna,4944,2023,total
1512,Torrelaguna,4992,2024,total
1527,Torrelodones,24057,2021,total
1527,Torrelodones,24717,2022,total
1527,Torrelodones,25093,2023,total
1527,Torrelodones,25250,2024,total
1533,Torremocha de Jarama,1065,2021,total
1533,Torremocha de Jarama,1099,2022,total
1533,Torremocha de Jarama,1144,2023,total
1533,Torremocha de Jarama,1134,2024,total
1548,Torres de la Alameda,7707,2021,total
1548,Torres de la Alameda,7691,2022,total
1548,Torres de la Alameda,7712,2023,total
1548,Torres de la Alameda,7742,2024,total
9036,Tres Cantos,48726,2021,total
9036,Tres Cantos,50119,2022,total
9036,Tres Cantos,51354,2023,total
9036,Tres Cantos,52825,2024,total
1551,Valdaracete,614,2021,total
1551,Valdaracete,640,2022,total
1551,Valdaracete,643,2023,total
1551,Valdaracete,653,2024,total
1564,Valdeavero,1670,2021,total
1564,Valdeavero,1700,2022,total
1564,Valdeavero,1774,2023,total
1564,Valdeavero,1817,2024,total
1570,Valdelaguna,1023,2021,total
1570,Valdelaguna,1013,2022,total
1570,Valdelaguna,1039,2023,total
1570,Valdelaguna,1079,2024,total
1586,Valdemanco,1022,2021,total
1586,Valdemanco,1054,2022,total
1586,Valdemanco,1073,2023,total
1586,Valdemanco,1065,2024,total
1599,Valdemaqueda,792,2021,total
1599,Valdemaqueda,800,2022,total
1599,Valdemaqueda,819,2023,total
1599,Valdemaqueda,836,2024,total
1603,Valdemorillo,13254,2021,total
1603,Valdemorillo,13430,2022,total
1603,Valdemorillo,13638,2023,total
1603,Valdemorillo,14139,2024,total
1610,Valdemoro,77931,2021,total
1610,Valdemoro,79444,2022,total
1610,Valdemoro,81619,2023,total
1610,Valdemoro,83582,2024,total
1625,Valdeolmos-Alalpardo,4306,2021,total
1625,Valdeolmos-Alalpardo,4406,2022,total
1625,Valdeolmos-Alalpardo,4535,2023,total
1625,Valdeolmos-Alalpardo,4579,2024,total
1631,Valdepiélagos,619,2021,total
1631,Valdepiélagos,625,2022,total
1631,Valdepiélagos,629,2023,total
1631,Valdepiélagos,623,2024,total
1646,Valdetorres de Jarama,4705,2021,total
1646,Valdetorres de Jarama,4845,2022,total
1646,Valdetorres de Jarama,5001,2023,total
1646,Valdetorres de Jarama,5050,2024,total
1659,Valdilecha,3065,2021,total
1659,Valdilecha,3111,2022,total
1659,Valdilecha,3196,2023,total
1659,Valdilecha,3228,2024,total
1662,Valverde de Alcalá,515,2021,total
1662,Valverde de Alcalá,540,2022,total
1662,Valverde de Alcalá,536,2023,total
1662,Valverde de Alcalá,555,2024,total
1678,Velilla de San Antonio,12542,2021,total
1678,Velilla de San Antonio,12797,2022,total
1678,Velilla de San Antonio,13380,2023,total
1678,Velilla de San Antonio,14008,2024,total
1684,Vellón (El),2086,2021,total
1684,Vellón (El),2118,2022,total
1684,Vellón (El),2201,2023,total
1684,Vellón (El),2160,2024,total
1697,Venturada,2392,2021,total
1697,Venturada,2464,2022,total
1697,Venturada,2565,2023,total
1697,Venturada,2577,2024,total
1718,Villa del Prado,6775,2021,total
1718,Villa del Prado,7072,2022,total
1718,Villa del Prado,7253,2023,total
1718,Villa del Prado,7424,2024,total
1701,Villaconejos,3438,2021,total
1701,Villaconejos,3443,2022,total
1701,Villaconejos,3492,2023,total
1701,Villaconejos,3487,2024,total
1723,Villalbilla,15046,2021,total
1723,Villalbilla,15841,2022,total
1723,Villalbilla,16800,2023,total
1723,Villalbilla,17967,2024,total
1739,Villamanrique de Tajo,768,2021,total
1739,Villamanrique de Tajo,763,2022,total
1739,Villamanrique de Tajo,805,2023,total
1739,Villamanrique de Tajo,820,2024,total
1744,Villamanta,2648,2021,total
1744,Villamanta,2723,2022,total
1744,Villamanta,2782,2023,total
1744,Villamanta,2855,2024,total
1757,Villamantilla,1515,2021,total
1757,Villamantilla,1565,2022,total
1757,Villamantilla,1584,2023,total
1757,Villamantilla,1620,2024,total
1782,Villanueva de Perales,1608,2021,total
1782,Villanueva de Perales,1661,2022,total
1782,Villanueva de Perales,1714,2023,total
1782,Villanueva de Perales,1718,2024,total
1760,Villanueva de la Cañada,22453,2021,total
1760,Villanueva de la Cañada,22835,2022,total
1760,Villanueva de la Cañada,23475,2023,total
1760,Villanueva de la Cañada,23714,2024,total
1776,Villanueva del Pardillo,17266,2021,total
1776,Villanueva del Pardillo,17370,2022,total
1776,Villanueva del Pardillo,17672,2023,total
1776,Villanueva del Pardillo,17994,2024,total
1795,Villar del Olmo,2192,2021,total
1795,Villar del Olmo,2225,2022,total
1795,Villar del Olmo,2256,2023,total
1795,Villar del Olmo,2274,2024,total
1809,Villarejo de Salvanés,7546,2021,total
1809,Villarejo de Salvanés,7610,2022,total
1809,Villarejo de Salvanés,7716,2023,total
1809,Villarejo de Salvanés,7887,2024,total
1816,Villaviciosa de Odón,28016,2021,total
1816,Villaviciosa de Odón,28123,2022,total
1816,Villaviciosa de Odón,28714,2023,total
1816,Villaviciosa de Odón,29294,2024,total
1821,Villavieja del Lozoya,280,2021,total
1821,Villavieja del Lozoya,294,2022,total
1821,Villavieja del Lozoya,317,2023,total
1821,Villavieja del Lozoya,327,2024,total
1837,Zarzalejo,1771,2021,total
1837,Zarzalejo,1764,2022,total
1837,Zarzalejo,1803,2023,total
1837,Zarzalejo,1870,2024,total
0014,Acebeda (La),1,2021,20-24
0014,Acebeda (La),1,2022,20-24
0014,Acebeda (La),0,2023,20-24
0014,Acebeda (La),0,2024,20-24
0029,Ajalvir,211,2021,20-24
0029,Ajalvir,236,2022,20-24
0029,Ajalvir,275,2023,20-24
0029,Ajalvir,266,2024,20-24
0035,Alameda del Valle,6,2021,20-24
0035,Alameda del Valle,9,2022,20-24
0035,Alameda del Valle,9,2023,20-24
0035,Alameda del Valle,14,2024,20-24
0040,Álamo (El),505,2021,20-24
0040,Álamo (El),514,2022,20-24
0040,Álamo (El),560,2023,20-24
0040,Álamo (El),630,2024,20-24
0053,Alcalá de Henares,10106,2021,20-24
0053,Alcalá de Henares,10051,2022,20-24
0053,Alcalá de Henares,10718,2023,20-24
0053,Alcalá de Henares,11301,2024,20-24
0066,Alcobendas,6417,2021,20-24
0066,Alcobendas,6355,2022,20-24
0066,Alcobendas,6760,2023,20-24
0066,Alcobendas,7035,2024,20-24
0072,Alcorcón,7963,2021,20-24
0072,Alcorcón,8309,2022,20-24
0072,Alcorcón,8945,2023,20-24
0072,Alcorcón,9563,2024,20-24
0088,Aldea del Fresno,120,2021,20-24
0088,Aldea del Fresno,123,2022,20-24
0088,Aldea del Fresno,133,2023,20-24
0088,Aldea del Fresno,144,2024,20-24
0091,Algete,1386,2021,20-24
0091,Algete,1407,2022,20-24
0091,Algete,1447,2023,20-24
0091,Algete,1530,2024,20-24
0105,Alpedrete,903,2021,20-24
0105,Alpedrete,913,2022,20-24
0105,Alpedrete,953,2023,20-24
0105,Alpedrete,1026,2024,20-24
0112,Ambite,25,2021,20-24
0112,Ambite,21,2022,20-24
0112,Ambite,19,2023,20-24
0112,Ambite,27,2024,20-24
0127,Anchuelo,55,2021,20-24
0127,Anchuelo,55,2022,20-24
0127,Anchuelo,61,2023,20-24
0127,Anchuelo,63,2024,20-24
0133,Aranjuez,3242,2021,20-24
0133,Aranjuez,3214,2022,20-24
0133,Aranjuez,3297,2023,20-24
0133,Aranjuez,3603,2024,20-24
0148,Arganda del Rey,2709,2021,20-24
0148,Arganda del Rey,2810,2022,20-24
0148,Arganda del Rey,2949,2023,20-24
0148,Arganda del Rey,3087,2024,20-24
0151,Arroyomolinos,1400,2021,20-24
0151,Arroyomolinos,1484,2022,20-24
0151,Arroyomolinos,1600,2023,20-24
0151,Arroyomolinos,1768,2024,20-24
0164,Atazar (El),4,2021,20-24
0164,Atazar (El),3,2022,20-24
0164,Atazar (El),4,2023,20-24
0164,Atazar (El),5,2024,20-24
0170,Batres,97,2021,20-24
0170,Batres,104,2022,20-24
0170,Batres,113,2023,20-24
0170,Batres,112,2024,20-24
0186,Becerril de la Sierra,310,2021,20-24
0186,Becerril de la Sierra,314,2022,20-24
0186,Becerril de la Sierra,321,2023,20-24
0186,Becerril de la Sierra,372,2024,20-24
0199,Belmonte de Tajo,77,2021,20-24
0199,Belmonte de Tajo,83,2022,20-24
0199,Belmonte de Tajo,87,2023,20-24
0199,Belmonte de Tajo,99,2024,20-24
0210,Berrueco (El),33,2021,20-24
